R0	Ardent Software
R9267	Semantic Models for Multimedia Database Searching and Browsing
R9268	XML 
R9269	A Survey of Algorithms for Dense Subgraph Discovery.
R9270	Compliance Analysis for Disabled Access.
R9271	Access to Mobile Services
R9272	A NEAT Approach for Data Quality Assessment - Industrial Experiences using a DQ Assessment Methodology.
R9273	k
R9274	Graph Indexing.
R9275	A Survey of Graph Mining for Web Applications.
R9276	Privacy-Preserving Data Mining - Models and Algorithms
R9277	Algorithms for Distributed Data Stream Mining.
R9278	Multi-Dimensional Analysis of Data Streams Using Stream Cubes.
R9279	Trends in Chemical Graph Data Mining.
R9280	Graph Reachability Queries: A Survey.
R9281	Quality in Data Warehousing.
R9282	Data Quality and Business Rules.
R9283	Cooperative Architectures - The Italian Way Along e-Government.
R9284	Sequence Data Mining
R9285	A Survey of Join Processing in Data Streams.
R9286	Where is Information Quality in Information Systems Education?
R9287	A Fuzzy Hierarchical Multiple Criteria Group Decision Support System - Decider - and Its Applications.
R9288	Belief Functions: The Disjunctive Rule of Combination and the Generalized Bayesian Theorem.
R9289	Optimization of Type-2 and Type-1 Fuzzy Tracking Controllers for an Autonomous Mobile Robot under Perturbed Torques by Means of a Chemical Optimization Paradigm.
R9290	Soft Computing in Humanities and Social Sciences
R9291	Fuzzy Vector Filters for cDNA Microarray Image Processing.
R9292	35 Years of Fuzzy Set Theory - Celebratory Volume Dedicated to the Retirement of Etienne E. Kerre
R9293	Dominance-Based Rough Set Approach to Interactive Evolutionary Multiobjective Optimization.
R9294	Soft Computing in Intelligent Tutoring Systems and Educational Assessment.
R9295	Fuzzy Probabilities and Fuzzy Sets for Web Planning
R9296	From Hard Science and Computing to Soft Science and Computing - An Introductory Survey.
R9297	Uncertainty in Interaction Modelling: Prospecting the Evolution of Urban Networks in South-Eastern France.
R9298	Use of Soft Computing Techniques in Renewable Energy Hydrogen Hybrid Systems.
R9299	An Overview of Computing with Words using Label Semantics.
R9300	Fuzzy Optimization - Recent Advances and Applications
R9301	Advances in Probabilistic Databases for Uncertain Information Management
R9302	The WOWA Operator: A Review.
R9303	Automatic Discovery of Potential Causal Structures in Marketing Databases Based on Fuzzy Association Rules.
R9304	Microarray Data Analysis Using Fuzzy Clustering Algorithms.
R9305	Stochastic Bottleneck Spanning Tree Problem on a Fuzzy Network.
R9306	Mathematical Fuzzy Logic: A Good Theory for Practice.
R9307	Invariance and Variance of Motives: A Model of Musical Logic and/as Fuzzy Logic.
R9308	Distances and Similarities in Intuitionistic Fuzzy Sets
R9309	Fuzzy Material Requirement Planning.
R9310	Two Methods for Image Compression/Reconstruction Using OWA Operators.
R9311	Weak Implication and Fuzzy Inclusion.
R9312	FIS2JADE: A New Vista for Fuzzy-oriented Agents.
R9313	OWA-Based Fuzzy 
R9314	Evaluation of Green and Renewable Energy System Alternatives Using a Multiple Attribute Utility Model: The Case of Turkey.
R9315	A Web-Based Consensus Support System Dealing with Heterogeneous Information.
R9316	Generating Fuzzy Regions from Conflicting Spatial Information.
R9317	An Exploratory Survey of Logic-Based Formalisms for Spatial Information.
R9318	Bipolar Fuzzy Spatial Information: Geometry, Morphology, Spatial Reasoning.
R9319	Uncertain Fuzzy Preference Relations and Their Applications
R9320	Entropy and Specificity in a Mathematical Theory of Evidence.
R9321	On Solving Optimization Problems with Ordered Average Criteria and Constraints.
R9322	Power Distribution System Fault Diagnosis Using Hybrid Algorithm of Fuzzy Classification and Artificial Immune Systems.
R9323	Introduction: Uncertainty Issues in Spatial Information.
R9324	The Social Choice Approach to Group Identification.
R9325	Memory Property in Heterogeneously Populated Markets.
R9326	Self-organization in Evolution for the Solving of Distributed Terrestrial Transportation Problems.
R9327	Scoring Rules and Consensus.
R9328	Fuzzy Sensitivity Analysis and Its Application.
R9329	Preferences and Consistency Issues in Group Decision Making.
R9330	Applying Soft Cluster Analysis Techniques to Customer Interaction Information.
R9331	Benefits of Full-Reinforcement Operators for Spacecraft Target Landing.
R9332	User Relevance Feedback Analysis in Text Information Retrieval: A Rough Set Approach.
R9333	Quantum Dynamics of Non Commutative Algebras: The SU(2) Case.
R9334	Product Design Compromise Using Consensus Models.
R9335	Metaphors for Linguistic Description of Data.
R9336	Alian
R9337	Noise-Robust Tool Condition Monitoring in Micro-milling with Hidden Markov Models.
R9338	Aggregation Operators in Interval-valued Fuzzy and Atanassov's Intuitionistic Fuzzy Set Theory.
R9339	T-Norms, T-Conorms, Aggregation Operators and Gaud
R9340	How Philosophy, Science and Technologies Studies, and Feminist Studies of Technology Can Be of Use for Soft Computing.
R9341	Direct Marketing Modeling Using Evolutionary Bayesian Network Learning Algorithm.
R9342	Decision and Game Theory in Management With Intuitionistic Fuzzy Sets
R9343	A Fuzzy-based Automated Cells Detection System for Color Pap Smear Tests --FACSDS-.
R9344	Fuzzy Productivity Measurement in Production Systems.
R9345	Consensus versus Dichotomous Voting.
R9346	Collective Intelligence in Marketing.
R9347	Colour Image Comparison Using Vector Operators.
R9348	Spatial Vagueness.
R9349	Type-2 Fuzzy Logic Grammars in Language Evolution.
R9350	Risk Assessment of SLAs in Grid Computing with Predictive Probabilistic and Possibilistic Models.
R9351	Fuzziness in Supply Chain Management.
R9352	A Qualitative Reasoning Approach to Measure Consensus.
R9353	Supporting Consensus Reaching Processes under Fuzzy Preferences and a Fuzzy Majority via Linguistic Summaries.
R9354	Intuitionistic Fuzzy Aggregation and Clustering
R9355	A Majority Guided Aggregation Operator in Group Decision Making.
R9356	Decision Making with Dempster-Shafer Theory Using Fuzzy Induced Aggregation Operators.
R9357	Statistical Preference as a Tool in Consensus Processes.
R9358	Fuzzy Simulation and Optimization of Production and Logistic Systems.
R9359	The Need to Use Fuzzy Extensions in Fuzzy Thresholding Algorithms.
R9360	Fuzzy and Rough Set Approaches for Uncertainty in Spatial Data.
R9361	Measuring Consensus in Weak Orders.
R9362	Fuzzy Present Worth Analysis with Correlated and Uncorrelated Cash Flows.
R9363	Linguistic Aggregation Operators: An Overview.
R9364	A Method for Managing Evidential Reasoning in a Hierarchical Hypothesis Space.
R9365	An Exposition of NCaRBS: Analysis of US Banks and Moody's Bank Financial Strength Rating.
R9366	Bicluster Analysis of Currency Exchange Rates.
R9367	On Consensus in Group Decision Making Based on Fuzzy Preference Relations.
R9368	Detection of Phishing Attacks: A Machine Learning Approach.
R9369	Measuring Consensus: Concepts, Comparisons, and Properties.
R9370	Scaling Cautious Selection in Spatial Probabilistic Temporal Databases.
R9371	A Novel Fuzzy-Based Methodology for Biogas Fuelled Hybrid Energy Systems Decision Making.
R9372	Delay and Interval Effects with Subadditive Discounting Functions.
R9373	Fuzzy Dynamic Programming Problem for Extremal Fuzzy Dynamic System.
R9374	Image Threshold Computation by Modelizing Knowledge/Unknowledge by Means of Atanassov's Intuitionistic Fuzzy Sets.
R9375	A Survey of Fuzzy Convex Programming Models.
R9376	Settings of Consensual Processes: Candidates, Verdicts, Policies.
R9377	Direct Marketing Based on a Distributed Intelligent System.
R9378	Classic Works of the Dempster-Shafer Theory of Belief Functions: An Introduction.
R9379	A Probabilistic Object-Oriented Database Model with Fuzzy Measures.
R9380	Induction of Fuzzy Rules by Means of Artificial Immune Systems in Bioinformatics.
R9381	A General Approach to the Fuzzy Modeling of Spatial Relationships.
R9382	On Group Decision Making, Consensus Reaching, Voting and Voting Paradoxes under Fuzzy Preferences and a Fuzzy Majority: A Survey and some Perspectives.
R9383	Statistical Forecasting of Indian Summer Monsoon Rainfall: An Enduring Challenge.
R9384	Multiple Fuzzy Classification Systems
R9385	Fuzzy Optimal Algorithms for Multiple Target Convergence.
R9386	Hesitant Fuzzy Sets Theory
R9387	Aggregation Operators for Evaluating Alternatives.
R9388	Bipolar Queries: Some Inspirations from Intention and Preference Modeling.
R9389	On a Decision Model for a Life Insurance Company Rating.
R9390	Linguistic Fuzzy Rules in Data Mining: Follow-Up Mamdani Fuzzy Modeling Principle.
R9391	On the Construction of Models Based on Fuzzy Measures and Integrals.
R9392	Analysing Incomplete Consumer Web Data Using the Classification and Ranking Belief Simplex (Probabilistic Reasoning and Evolutionary Computation).
R9393	Fuzzy Sets and Their Extensions: Representation, Aggregation and Models - Intelligent Systems from Decision Making to Data Mining, Web Intelligence and Computer Vision
R9394	Fuzzy Location Selection Techniques.
R9395	On a Priori Evaluation of Power of Veto.
R9396	Fuzzy Sets and Web Meta-search Engines.
R9397	Marketing Intelligent System for Customer Segmentation.
R9398	Soft Query-Answering Computing in P2P Systems with Epistemically Independent Peers.
R9399	Bayesian Updating and Belief Functions.
R9400	Fuzzy Prototypes: From a Cognitive View to a Machine Learning Principle.
R9401	Approaches to Linear Programming Problems with Interactive Fuzzy Numbers.
R9402	Fuzzy Linear Programming in Practice: An Application to the Spanish Football League.
R9403	Predicting the Effects of Alternative Pricing Strategies in an Artificial Society Undergoing Technology Adoption.
R9404	Tractable Probabilistic Description Logic Programs.
R9405	A Reflection on Fuzzy Conditionals.
R9406	Medical Image Understanding Technology - Artificial Intelligence and Soft-Computing for Image Understanding
R9407	Research in Probabilistic Spatiotemporal Databases: The SPOT Framework.
R9408	Particle Swarm Optimization for Multi-objective Control Design Using AT2-FLC in FPGA Device.
R9409	Fuzzy Control for Knowledge-Based Interpolation.
R9410	Decision Making in Social Actions.
R9411	Measures for Firms Value in Random Scenarios.
R9412	Fuzziness in Materials Flow and Plant Layout.
R9413	Methods for Handling Imperfect Spatial Information
R9414	Axiomatic Investigation of Fuzzy Probabilities.
R9415	Towards Efficient Fuzzy Information Processing - Using the Principle of Information Diffusion
R9416	Optimization with Fuzzy Present Worth Analysis and Applications.
R9417	Evolving Linguistic Fuzzy Models from Data Streams.
R9418	Fuzzy Measurement in Quality Management Systems.
R9419	Artificial Neural Networks for the Diagnosis and Prediction of Desert Dust Transport Episodes.
R9420	Applying Linguistic OWA Operators in Consensus Models under Unbalanced Linguistic Information.
R9421	A Fuzzy Linguistic Recommender System to Advice Research Resources in University Digital Libraries.
R9422	Perceptions: A Psychobiological and Cultural Approach.
R9423	Belief-Function Formulas for Audit Risk.
R9424	Combination of Similarity Measures in Ontology Matching Using the OWA Operator.
R9425	Classic Works of the Dempster-Shafer Theory of Belief Functions
R9426	Logicist Statistics II: Inference.
R9427	A Parametrized Model for Optimization with Mixed Fuzzy and Possibilistic Uncertainty.
R9428	Fuzzy Systems in Bioinformatics and Computational Biology
R9429	Fuzziness in JIT and Lean Production Systems.
R9430	A CBR System: The Core of an Ambient Intelligence Health Care Application.
R9431	Consensus Perspectives: Glimpses into Theoretical Advances and Applications.
R9432	Fuzzy Sets in Engineering Economic Decision-Making.
R9433	Early Software Reliability Prediction - A Fuzzy Logic Approach
R9434	From Leibniz's Shinning Theorem to the Synthesis of Rules through Mamdani-Larsen Conditionals.
R9435	New Methods for Reasoning Towards PosteriorDistributions Based on Sample Data.
R9436	Kernel Estimators in Industrial Applications.
R9437	A Survey of Artificial Neural Network-Based Modeling in Agroecology.
R9438	An Overview of Mining Fuzzy Association Rules.
R9439	Methodology of Design: A Novel Generic Approach Applied to the Course Timetabling Problem.
R9440	Fuzzy Technology in Advanced Manufacturing Systems: A Fuzzy-Neural Approach to Job Remaining Cycle Time Estimation.
R9441	A Review of the OWA Determination Methods: Classification and Some Extensions.
R9442	Extension of Some Voting Systems to the Field of GradualPreferences.
R9443	An Overview on the Approximation Quality Based on Rough-Fuzzy Hybrids.
R9444	Production Engineering and Management under Fuzziness
R9445	Marketing - Sales Interface and the Role of KDD.
R9446	Effects of Inflation under Fuzziness and Some Applications.
R9447	Distance-Based Aggregation Theory.
R9448	A Decision Making System for the Treatment of Dental Caries.
R9449	Information Fusion with the Power Average Operator.
R9450	On the Intuitionistic Fuzzy Implications and Negations. Part 1.
R9451	Consensual Processes
R9452	On Some "family resemblances" of Fuzzy Set Theory and Human Sciences.
R9453	A Dempster-Shafer Theory Based Exposition of Probabilistic Reasoning in Consumer Choice.
R9454	Implications in Fuzzy Logic: Properties and a New Class.
R9455	Fuzzy Rate of Return Analysis and Applications.
R9456	Fuzzy Methods in Image Mining.
R9457	Computing Min-Max Regret Solutions in Possibilistic Combinatorial Optimization Problems.
R9458	Investment Analyses Using Fuzzy Decision Trees.
R9459	A Historical Review of Mamdani-Type Genetic Fuzzy Systems.
R9460	Evolutionary Computations - New Algorithms and their Applications to Evolutionary Robots
R9461	The Dynamics of Consensus in Group Decision Making: Investigating the Pairwise Interactions between Fuzzy Preferences.
R9462	Load Flow with Uncertain Loading and Generation in Future Smart Grids.
R9463	User-Generated Content: The "Voice of the Customer" in the 21st Century.
R9464	Fuzzy Social Choice Theory
R9465	Fuzzy Multiobjective Evaluation of Investments with Applications.
R9466	Identification of Weights in Aggregation Operators.
R9467	Dynamically Self-generated Fuzzy Neural Networks with Industry Applications.
R9468	Intelligent Counting Under Information Imprecision - Applications to Intelligent Systems and Decision Support
R9469	A Probabilistic Approach to Fuzzy Engineering Economic Analysis.
R9470	Leveraging Semantic Approximations in Heterogeneous XML Data Sharing Networks: The SUNRISE Approach.
R9471	Soft Computing and its Applications in Business and Economics
R9472	Evolutionary Regression and Neural Imputations of Missing Values.
R9473	Fuzzy Logic in Evolving in silicoOscillatory Dynamics for Gene Regulatory Networks.
R9474	Fuzzy Classifier Design
R9475	Using Data Fusion to Enrich Customer Databases with Survey Data for Database Marketing.
R9476	Using Dempster-Shafer Structures to Provide Probabilistic Outputs in Fuzzy Systems Modeling.
R9477	Computational Intelligence Systems and Applications - Neuro-Fuzzy and Fuzzy Neural Synergisms
R9478	Probabilistic Sales Forecasting for Small and Medium-Size Business Operations.
R9479	Handwriting Recognition - Soft Computing and Probabilistic Approaches
R9480	Type-2 Fuzzy Logic and the Modelling of Uncertainty.
R9481	Fuzzy Capital Rationing Models.
R9482	Depreciation and Income Tax Considerations under Fuzziness.
R9483	Chebyshev Approximation of Inconsistent Fuzzy Relational Equations with Max-
R9484	Soft Computing in XML Data Management - Intelligent Systems from Decision Making to Data Mining, Web Intelligence and Computer Vision
R9485	Axioms for Probability and Belief-Function Propagation.
R9486	The Experimenter and the Theoretician - Linguistic Synthesis to Tell Machines What to Do.
R9487	Data Integration Using Uncertain XML.
R9488	Observations on Soft Computing in Marketing.
R9489	A 
R9490	Interval-Valued Algebras and Fuzzy Logics.
R9491	Fuzzy-EPC Markup Language: XML Based Interchange Formats for Fuzzy Process Models.
R9492	Vaguely Motivated Cooperation.
R9493	The Role of Synonymy and Antonymy in 'Natural' Fuzzy Prolog.
R9494	Continuous Utility Functions for Nontotal Preorders: A Review of Recent Results.
R9495	The Transferable Belief Model.
R9496	Probabilistic XML: Models and Complexity.
R9497	Glowworm Swarm Optimization Algorithm for Hazard Sensing in Ubiquitous Environments Using Heterogeneous Agent Swarms.
R9498	Fuzzy Knowledge Management for the Semantic Web
R9499	An EMD-Based Neural Network Ensemble Learning Model for World Crude Oil Spot Price Forecasting.
R9500	Case Studies Using Fuzzy Equivalent Annual Worth Analysis.
R9501	Imperfect Causality: Combining Experimentation and Theory.
R9502	Representation of Evidence by Hints.
R9503	Pattern Classification with Linguistic Rules.
R9504	Fuzzy XML Data Management
R9505	Detecting Gene Regulatory Networks from Microarray Data Using Fuzzy Logic.
R9506	Marketing and Artificial Intelligence: Great Opportunities, Reluctant Partners.
R9507	Optimization of Fuzzy Logic Controller Design for Maximum Power Point Tracking in Photovoltaic Systems.
R9508	Soft Computing in Absorption Cooling Systems.
R9509	Fuzzy Acceptance Sampling Plans.
R9510	Computing with Words - Principal Concepts and Ideas
R9511	Ant Feature Selection Using Fuzzy Decision Functions.
R9512	Fuzzy-Evolutionary Modeling of Customer Behavior for Business Intelligence.
R9513	Choice Functions in Fuzzy Environment: An Overview.
R9514	Thin Rationality and Representation of Preferences with Implications to Spatial Voting Models.
R9515	Introduction to Fuzzy and Possibilistic Optimization.
R9516	Reliable Biological Circuit Design Including Uncertain Kinetic Parameters.
R9517	Fuzzy Genome Sequence Assembly for Single and Environmental Genomes.
R9518	Brain Computer Interface Development Based on Recurrent Neural Networks and ANFIS Systems.
R9519	Atanassov's Intuitionistic Fuzzy Sets as a Promising Tool for Extended Fuzzy Decision Making Models.
R9520	Fuzzy XQuery.
R9521	Interval Type-2 Fuzzy System for ECG Arrhythmic Classification.
R9522	Fuzzy Equivalent Annual-Worth Analysis and Applications.
R9523	Optimization of Industrial Processes Using Improved and Modified Differential Evolution.
R9524	Fuzzy Preference Relations Based on Differences.
R9525	Fuzzy Benefit/Cost Analysis and Applications.
R9526	On the Fuzzy Internal Rate of Return.
R9527	CBR Based Engine for Business Internal Control.
R9528	On Random Sets and Belief Functions.
R9529	Future Directions in Fuzzy Engineering Economics.
R9530	The Role of the OWA Operators as a Unification Tool for the Representation of Collective Choice Sets.
R9531	From Fuzzy Rule-Based Systems to Granular Fuzzy Rule-Based Systems: A Study in Granular Computing.
R9532	Manufacturing System Modeling Using Petri Nets.
R9533	Learning from Demonstration and Case-Based Planning for Real-Time Strategy Games.
R9534	An Evaluation Model for Selecting Integrated Marketing Communication Strategies for Customer Relationship Management.
R9535	Preferences and Decisions - Models and Applications
R9536	Mathematics and Soft Computing in Music.
R9537	Merging Expressive Spatial Ontologies Using Formal Concept Analysis with Uncertainty Considerations.
R9538	Interval Type-2 Mamdani Fuzzy Systems for Intelligent Control.
R9539	Fuzzy Project Scheduling.
R9540	Fuzziness, Rationality, Optimality and Equilibrium in Decision and Economic Theories.
R9541	Supporting Consensus Reaching Processes under Fuzzy Preferences and a Fuzzy Majority via Linguistic Summaries and Action Rules.
R9542	Allocations of Probability.
R9543	Pricing Options, Forwards and Futures Using Fuzzy Set Theory.
R9544	Cellular Processing Algorithms.
R9545	Mathematical Approaches for Fuzzy Portfolio Selection Problems with Normal Mixture Distributions.
R9546	Improving Fuzzy Classification by Means of a Segmentation Algorithm.
R9547	Predictive Modeling on Multiple Marketing Objectives Using Evolutionary Computation.
R9548	On Lattice-Based Fuzzy Rough Sets.
R9549	Abe Mamdani: A Pioneer of Soft Artificial Intelligence.
R9550	Fuzzy Graphs and Fuzzy Hypergraphs
R9551	Data Mining and Scientific Knowledge: Some Cautions for Scholarly Researchers.
R9552	Consensual Processes Based on Mobile Technologies and Dynamic Information.
R9553	Fundamentals of the Fuzzy Logic-Based Generalized Theory of Decisions
R9554	An Analysis of the Relationship between the Size of the Clusters and the Principle of Justifiable Granularity in Clustering Algorithms.
R9555	Fuzzy Process Capability Analysis and Applications.
R9556	Coherence for Fuzzy Measures and Applications to Decision Making.
R9557	Attractive Interface for XML: Convincing Naive Users to Go Online.
R9558	Fuzzy Random Redundancy Allocation Problems.
R9559	Human Centric Data Representation: From Fuzzy Relational Databases into Fuzzy XML.
R9560	Days Spent with Professor Ebrahim H. Mamdani.
R9561	Fuzzy and Neuro-Fuzzy Intelligent Systems
R9562	Soft Deontic Logic.
R9563	Advanced Concepts in Fuzzy Logic and Systems with Membership Uncertainty
R9564	Upper and Lower Probabilities Induced by a Multivalued Mapping.
R9565	A Generalization of Bayesian Inference.
R9566	A Genetic Algorithm for the Problem of Minimal Brauer Chains for Large Exponents.
R9567	On an Attempt to Formalize Guessing.
R9568	A Linguistic Decision Based Model Applied to Olive Oil Sensory Evaluation.
R9569	Facing Uncertainty in Digitisation.
R9570	Fuzzy Cognitive Maps for Human Reliability Analysis in Production Systems.
R9571	The Use of Fuzzy Numbers in Practical Project Planning and Control.
R9572	Recent Developments in the Ordered Weighted Averaging Operators: Theory and Practice
R9573	Fault Diagnosis of Electronic Circuits Using Cellular Automata Based Pattern Classifier.
R9574	Fuzzy Investment Planning and Analyses in Production Systems.
R9575	Structured Hidden Markov Models: A General Tool for Modeling Agent Behaviors.
R9576	Fuzzy C-Means Techniques for Medical Image Segmentation.
R9577	Genetic Optimization of Modular Type-1 Fuzzy Controllers for Complex Control Problems.
R9578	The Theory of the Knowledge Square: The Fuzzy Rational Foundations of the Knowledge-Production Systems
R9579	High-Performance Architecture for the Modified NSGA-II.
R9580	Fuzzy Lead Time Management.
R9581	Building Consensus in On-Line Distributed Decision Making: Interaction, Aggregation and the Construction of Shared Knowledge.
R9582	Languages and Designs for Probability Judgment.
R9583	An XML Schema for Managing Fuzzy Documents.
R9584	Type II Fuzzy Image Segmentation.
R9585	Fuzzy Set Extensions of the Dominance-Based Rough Set Approach.
R9586	Fuzzy Methods on the Web: A Critical Discussion.
R9587	Application of Artificial Neural Networks for the Prediction of a 20-kWp Grid-Connected Photovoltaic Plant Power Output.
R9588	Takagi-Sugeno Fuzzy Systems Non-fragile H-infinity Filtering
R9589	Ranking Alternatives in Group Decision-Making with Partial Information: A Stable Approach.
R9590	Soft Computing Applications in Business
R9591	Generalizing the Dempster-Shafer Theory to Fuzzy Sets.
R9592	Mathematics of Fuzzy Sets and Fuzzy Logic
R9593	Marketing Intelligent Systems Using Soft Computing - Managerial and Research Applications
R9594	Software Development Knowledge Management Using Case-Based Reasoning.
R9595	A Comprehensive Overview of Short Term Wind Forecasting Models Based on Time Series Analysis.
R9596	Pairwise Comparison Matrices: Some Issue on Consistency and a New Consistency Index.
R9597	Fuzzy Semigroups
R9598	Infer Genetic/Transcriptional Regulatory Networks by Recognition of Microarray Gene Expression Patterns Using Adaptive Neuro-Fuzzy Inference Systems.
R9599	Fuzzy Measures in Image Processing.
R9600	On the Paradoxical Success of Mamdani's Minimum-Based Inference.
R9601	Mascot Robot System Based on Fuzzy Control Technology.
R9602	Soft Computing Methods in Marketing: Phenomena and Management Problems.
R9603	Fusion Strategies Based on the OWA Operator in Environmental Applications.
R9604	Soft Computing Applications in Industry
R9605	Soft Computing as a Tool, Six Years Later.
R9606	Imperfect Spatiotemporal Information Analysis in a GIS: Application to Arch
R9607	On Explicandum versus Explicatum.
R9608	Warren Weaver's "Science and complexity" Revisited.
R9609	Fuzzy Patterns and GCS Networks to Clustering Gene Expression Data.
R9610	OWA Operators and Nonadditive Integrals.
R9611	Application of Fuzzy Theory to the Investment Decision Process.
R9612	A Framework for Evidential-Reasoning Systems.
R9613	Consensus with Oneself: Within-Person Choice Aggregation in the Laboratory.
R9614	Decision Making Techniques in Political Management.
R9615	Designing Optimal Products: Algorithms and Systems.
R9616	Voting on How to Vote.
R9617	Fuzzy Statistical Process Control Techniques in Production Systems.
R9618	Music and Similarity Based Reasoning.
R9619	Generating OWA Weights from Individual Assessments.
R9620	Weighted Means of Subjective Evaluations.
R9621	A Hybrid Promoter Analysis Methodology for Prokaryotic Genomes.
R9622	Combining the Results of Several Neural Network Classifiers.
R9623	Aggregation Functions on Bounded Posets.
R9624	Implementing Dempster's Rule for Hierarchical Evidence.
R9625	Opportunistic Scheduling and Pricing Strategies for Automated Contracting in Supply Chains.
R9626	Concepts, Theories, and Applications: The Role of "Experimentation" (and "Context") for Formalizing New Ideas along Innovative Avenues.
R9627	Kriging and Epistemic Uncertainty: A Critical Discussion.
R9628	Fuzzy Methods for Data Mining and Machine Learning: State ofthe Art and Prospects.
R9629	Exploiting Vague Queries to Collect Data from Heterogeneous XML Sources.
R9630	A Review of Aggregation Functions.
R9631	A Quantitative View on Quasi Fuzzy Numbers.
R9632	Monitoring and Control of Anesthesia Using Multivariable Self-Organizing Fuzzy Logic Structure.
R9633	Constructive Probability.
R9634	Epistemic Logics, Probability, and the Calculus of Evidence.
R9635	Interpolatory Type Construction of General Aggregation Operators.
R9636	An Evolutionary Programming Based Knowledge Ensemble Model for Business Risk Identification.
R9637	Computational Representation of Medical Concepts: A Semiotic and Fuzzy Logic Approach.
R9638	Formal Translation from Fuzzy XML to Fuzzy Nested Relational Database Schema.
R9639	Indices of Collusion among Judges and an Anti-collusion Average.
R9640	Fuzzy Engineering Economics with Applications
R9641	Fuzzy Preference Modelling: Fundamentals and Recent Advances.
R9642	An Overview of XML Duplicate Detection Algorithms.
R9643	Fuzzy Inventory Management.
R9644	Neural Networks for Non-independent Lotteries.
R9645	The Application of Fuzzy Decision Trees in Company Audit Fee Evaluation: A Sensitivity Analysis.
R9646	Fuzzy Techniques in Image Processing at Ghent University: Summary of a 12-Year Journey.
R9647	From Benchmarks to Generalised Expectations.
R9648	A Fuzzy Extension to Compact and Accurate Associative Classification.
R9649	Type-2 Fuzzy Weight Adjustment for Backpropagation in Prediction Time Series and Pattern Recognition.
R9650	Fuzzy Networks.
R9651	Fuzzy Deontics.
R9652	Ensembles of Classifiers in Arrears Management.
R9653	Belief Functions and Parametric Models.
R9654	Induced Ordered Weighted Averaging Operators.
R9655	Gene Expression Analysis by Fuzzy and Hybrid Fuzzy Classification.
R9656	Soft Computing Applications in Thermal Energy Systems.
R9657	Using Fuzzy Multi-attribute Data Mining in Stock Market Analysis for Supporting Investment Decisions.
R9658	Fuzzy Production and Operations Budgeting and Control.
R9659	A Clustering Analysis for Target Group Identification by Locality in Motor Insurance Industry.
R9660	Interval PERT and Its Fuzzy Extension.
R9661	Decision Making in Multiagent Web Services Based on Soft Computing.
R9662	Retrieving Crisp and Imperfect Causal Sentences in Texts: From Single Causal Sentences to Mechanisms.
R9663	An Essay on the Interpretability of Mamdani Systems.
R9664	Syntactic Ambiguity Amidst Contextual Clarity.
R9665	A Theoretically-Sound Approach for OLAPing Uncertain and Imprecise Multidimensional Data Streams.
R9666	Computational Methods for A Mathematical Theory of Evidence.
R9667	An XML Based Framework for Merging Incomplete and Inconsistent Statistical Information from Clinical Trials.
R9668	Image Processing and Pattern Recognition with Mamdani Interval Type-2 Fuzzy Inference Systems.
R9669	Fuzzy Mathematics - An Introduction for Engineers and Scientists
R9670	Decision Making Under Dempster-Shafer Uncertainties.
R9671	Rule Based Fuzzy Cognitive Maps in Humanities, Social Sciences and Economics.
R9672	Evolving a Fuzzy Rulebase to Model Gene Expression.
R9673	Non-Additive Probabilities in the Work of Bernoulli and Lambert.
R9674	Revising Geographical Knowledge: A Model for Local Belief Change.
R9675	Similarity and Implication between Fuzzy Sets.
R9676	Soft Computing and Fractal Theory for Intelligent Manufacturing
R9677	Lattice-Valued Logic - An Alternative Approach to Treat Fuzziness and Incomparability
R9678	Using Fuzzy and Interval-Valued Fuzzy Sets in Automatic Text Categorization Based on a Fuzzy Information Retrieval Model.
R9679	Two New Applications of Artificial Neural Networks: Estimation of Instantaneous Performance Ratio and of the Energy Produced by PV Generators.
R9680	Fuzziness and Foundations of Exact and Inexact Sciences
R9681	KDD: Applying in Marketing Practice Using Point of Sale Information.
R9682	The TOPSIS Method and Its Application to Linguistic Variables.
R9683	Fuzzy Sets in Information Retrieval: State of the Art and Research Trends.
R9684	Fuzzification of the OWA Operators for Aggregating Uncertain Information with Uncertain Weights.
R9685	PRODLINE: Architecture of an Artificial Intelligence Based Marketing Decision Support System for PRODuct LINE Designs.
R9686	Fuzzy vs. Likert Scale in Statistics.
R9687	Hybridization of Fuzzy and Rough Sets: Present and Future.
R9688	Possibilistic Optimization Tasks with Mutually T-Related Parameters: Solution Methods and Comparative Analysis.
R9689	Some Experiences Applying Fuzzy Logic to Economics.
R9690	Scalable Dynamic Fuzzy Biomolecular Network Models for Large Scale Biology.
R9691	Fuzzy Formal Ontology.
R9692	On Intuitionistic Fuzzy Sets Theory
R9693	Combining Experimentation and Theory - A Hommage to Abe Mamdani
R9694	From Comparative Degrees of Belief to Conditional Measures.
R9695	Fuzzy and Grey Forecasting Techniques and Their Applications in Production Systems.
R9696	Uncertain Data: Representations, Query Processing, and Applications.
R9697	Soft Computing Applications in Optimization, Control, and Recognition
R9698	Fuzzy Set Techniques in E-Service Applications.
R9699	Soft Computing in Water Resources Management by Using OWA Operator.
R9700	Opinion Changing Aversion Functions for Group Settlement Modeling.
R9701	A Set-Theoretic View of Belief Functions.
R9702	Some Characterizations of Lower Probabilities and Other Monotone Capacities through the use of M
R9703	On Penalty-Based Aggregation Functions and Consensus.
R9704	Graduality, Uncertainty and Typicality in Formal Concept Analysis.
