R0	Ardent Software
R12984	The trade aid computer kiosk: inclusive and human centred design technology at the point of sale.
R12985	Exploring the user experience through collage.
R12986	TheraMem
R12987	Interactive visualisation techniques for dynamic speech transcription, correction and training.
R12988	Exploring direct downconversion of ultrasound for human echolocation.
R12989	Views on information objects: an exploratory user study.
R12990	ARMicroMachines
R12991	Ambient environments for emotional physical communication.
R12992	Introducing students to UI patterns.
R12993	Supporting content design of interaction spaces.
R12994	Mobile support for diagnosis of communicable diseases in remote locations.
R12995	Avatars at a meeting.
R12996	Distance estimations in static images: does viewing distance matter?
R12997	Visualising present and past: a meter with a flexible pointer.
R12998	Proceedings of the 9th ACM SIGCHI New Zealand Chapter's International Conference on Computer-Human Interaction: Design Centered HCI, 2008, Wellington, New Zealand, July 2, 2008
R12999	Gotta keep 'em separated: why the single search box may not be right for libraries.
R13000	Proceedings of the 11th ACM SIGCHI New Zealand Chapter's International Conference on Computer-Human Interaction, CHINZ 2010, Auckland, New Zealand, July 8-9, 2010
R13001	An end-user evaluation of a lecture archiving system.
R13002	Graphical abstract help.
R13003	Impact of classroom design on interactive whiteboard use in a special needs classroom.
R13004	Supporting adaptive learning interactions with ontologies.
R13005	Leveraging consumer sensing devices for telehealth.
R13006	Mobile games for elderly healthcare.
R13007	Depth cues for augmented reality stakeout.
R13008	Genre, task, topic and time: facets of personal digital document management.
R13009	Architecture of a ubiquitous smart energy management system for residential homes.
R13010	Web 2.0: extending the framework for heuristic evaluation.
R13011	Constraint solving for beautiful user interfaces: how solving strategies support layout aesthetics.
R13012	Requirements on dance-driven 3-D camera interaction: a collaboration between dance, graphic design and computer science.
R13013	Encouraging better hand drying hygiene.
R13014	Designing bodily engaging games: learning from sports.
R13015	Videoconferenced lectures are a preferred download.
R13016	A Bookmaker's Workbench.
R13017	Issues of extending the user interface of integrated development environments.
R13018	Towards a visual notation for pipelining in a visual programming language for programming FPGAs.
R13019	Using augmented reality for rapid prototyping and collaborative design to model 3D buildings.
R13020	Towards a "personal cost" model for end-user development.
R13021	Proceedings of the 10th ACM SIGCHI New Zealand Chapter's International Conference on Computer-Human Interaction, CHINZ 2009, Auckland, New Zealand, July 6-7, 2009
R13022	StudySieve: a tool that supports constructive evaluation for free-response questions.
R13023	Extracting game-play metric data from audio/video processing: a practical solution for game studies research.
R13024	Exploring interaction patterns of cohesive subgroups during organizational disintegration.
R13025	A study on different affordances of communication media.
R13026	Information visualisation utilising 3D computer game engines case study: a source code comprehension tool.
R13027	Crossing the game threshold: a system for teaching basic programming constructs.
R13028	CityViewAR outdoor AR visualization.
R13029	Where you point is where the robot is.
R13030	Proceedings of the 6th ACM SIGCHI New Zealand Chapter's International Conference on Computer-Human Interaction: Making CHI Natural, 2006, Auckland, New Zealand, July 7-8, 2005
R13031	An analytical framework for the evaluation of collaborative design around an interactive tabletop.
R13032	GeoTrooper
R13033	Vision based indoor scene localization via smart phone.
R13034	Personal document management strategies.
R13035	Virtual and augmented reality as spatial ability training tools.
R13036	Picture the space: three concepts for management and presentation of personal digital photographs.
R13037	Interaction methods for mobile augmented reality.
R13038	Challenges in interface and interaction design for context-aware augmented memory systems.
R13039	Users dealing with spam and spam filters: some observations and recommendations.
R13040	The territory is the map: designing navigational aids.
R13041	CASE: a framework for evaluating learner-computer interaction in Computer-Assisted Language learning.
R13042	Implementation of a multimedia object (MMO) in a variety of web environments.
R13043	Investigating the usability of social networking sites for teenagers with autism.
R13044	Computer-human interaction issues when integrating qualitative spatial reasoning into geographic information systems.
R13045	Seeing is believing?: rehearsing Mayer's multimedia effects in intelligent tutoring systems.
R13046	Evaluating IMMEDIATE: the long march to an e-learning appliance.
R13047	Social security: collaborative documentation for malware analysis.
R13048	Autoethnography: a tool for practice and education.
R13049	TagNBank
R13050	User evaluation and overview of a visual language for real time image processing on FPGAs.
R13051	Focussing on a standard pattern form: the development and evaluation of MUIP.
R13052	Towards the design of a kids' music organizer.
R13053	Lessons learnt from collaboratively creating maps on a touch table.
R13054	Using a mobile phone for 6 DOF mesh editing.
R13055	UMM: a maturity model for UI-pattern languages.
R13056	End-user GUI customization.
R13057	RCA: experiences with an IDE annotation tool.
R13058	13th Annual Conference of the NZ ACM Special Interest Group on Human-Computer Interaction, CHINZ '12, Dunedin, New Zealand - July 02 - 03, 2012
R13059	Locating and Sizing Bank-Branches by Opening, Closing or Maintaining Facilities.
R13060	Effizienzanalyse deutscher Banken mit Data Envelopment Analysis und Stabilit
R13061	Locating Health Facilities in Nouna District, Burkina Faso.
R13062	Shortest-Path Algorithms and Dynamic Cost Changes.
R13063	A Hierarchical Production Planning Approach for Multiprocessor Flow Shops.
R13064	Optimierung von Warteschlangensystemen durch Approximation mit Neuronalen Netzen.
R13065	Nichtparametrische Pr
R13066	Heuristic Optimization of Reinsurance Programs and Implications for Reinsurance Buyers.
R13067	A Disassemble-to-Order Heuristic for Use with Constrained Disassembly Capacities.
R13068	The Impact of Preference Structures in Multi-Issue Negotiations - an Empirical Analysis.
R13069	Produktsegmentierung mit Fuzzy-Logik zur Bestimmung der Parameter eines Lagerhaltungsmodells f
R13070	Capital Budgeting: The Role of Cost Allocations.
R13071	A Note on the Relationship between Strongly Convex Functions and Multiobjective Stochastic Programming Problems.
R13072	A Management Rule of Thumb in Property-Liability Insurance.
R13073	An Milp Modelling Approach for Shelf Life Integrated Planning in Yoghurt Production.
R13074	The Flow Shop Problem with Random Operation Processing Times.
R13075	'T' for Tabu and Time Dependent Travel Time.
R13076	The value of information in a container collection system for end-of-life vehicles.
R13077	Modelling Qualitative Information in a Management Simulation Game.
R13078	Über verschiedene Ans
R13079	Ein Ameisenalgorithmus f
R13080	Financial Optimization.
R13081	Robust Preference Measurement A Simulation Study of Erroneous and Ambiguous Judgement's Impact on AHP and Conjoint Analysis.
R13082	MCDA in Analyzing the Recycling Strategies in Malaysia.
R13083	Efficiency Measurement of Organizations in Multi-Stage Systems.
R13084	A Novel Multi Criteria Decision Making Framework for Production Strategy Adoption Considering Interrelations.
R13085	Polynomial Algorithms for Some Hard Problems of Finding Connected Spanning Subgraphs of Extreme Total Edge Weight.
R13086	Coordination in Recycling Networks.
R13087	How Often Are You Decisive: an Enquiry About the Pivotality of Voting Rules.
R13088	Entscheidungsunterst
R13089	Market-Oriented Airline Service Design.
R13090	Heuristics of the Branch-Cut-and-Price-Framework SCIP.
R13091	Multistage Stochastic Programs via Stochastic Parametric Optimization.
R13092	Design of Electronic Waste Recycling System in China.
R13093	Timber Transport Vehicle Routing Problems: Formulation and Heuristic Solution.
R13094	Betriebskennlinien-Management als Performancemessungs- und -planungskonzept bei komplexen Produktionsprozessen.
R13095	Approaches to Solving RCPSP Using Relaxed Problem with Consumable Resources.
R13096	Two-Step Drawing from Urns.
R13097	Duality in Fuzzy Multiple Objective Linear Programming.
R13098	Robot Task Planning for Laser Remote Welding.
R13099	OR for Simulation and Its Optimization.
R13100	ILP Models for a Nurse Scheduling Problem.
R13101	Designing Sustainable Supply Chains by Integrating Logistical and Process Engineering Aspects - A Material Flow Based Approach for 2nd Generation Synthetic Bio-Fuels.
R13102	Approximation Algorithms for Finding a Maximum-Weight Spanning Connected Subgraph with given Vertex Degrees.
R13103	Mixed-Model Assembly Line Sequencing Using Real Options.
R13104	A Stochastic Lot-Sizing and Scheduling Model.
R13105	Modeling Signal Transduction of Neural System by Hybrid Petri Net Representation.
R13106	On State Space Truncation of Finite Jackson Networks.
R13107	Planning and Evaluation of Sustainable Reverse Logistics Systems.
R13108	Exact Solution to a Class of Stochastic Resource Extraction Problems.
R13109	Mathematical Modeling and Approximation of Gene Expression Patterns.
R13110	Approximate Policies for Hybrid Production and Rework Systems with Stochastic Demand and Yield.
R13111	Data Mining for Big Data Macroeconomic Forecasting: A Complementary Approach to Factor Models.
R13112	A Metaheuristic for the Periodic Location-Routing Problem.
R13113	Ein System zur L
R13114	Configuration of Order-Driven Planning Policies.
R13115	Performance of Some Approximate Subgradient Methods over Nonlinearly Constrained Networks.
R13116	Optimisation of the Variant Combination of Control Units Considering the Order History.
R13117	Exit in Duopoly Under Uncertainty and Incomplete Information.
R13118	On the Value of Objective Function Adaptation in Online Optimisation.
R13119	A Set Packing Approach for Scheduling Elective Surgical Procedures.
R13120	Decomposition in Multistage Stochastic Programs with Individual Probability Constraints.
R13121	Optimal Fares for Public Transport.
R13122	A Multi-Commodity Flow Approach for the Design of the Last Mile in Real-World Fiber Optic Networks.
R13123	Life cycle considerations in remanufacturing strategies - a framework for decision support.
R13124	Distributed Neurosimulation.
R13125	Solving Railway Track Allocation Problems.
R13126	Some Remarks on the GIST Approach for the Vehicle Routing Problem with Pickup and Delivery and Time Windows (VRPPDTW).
R13127	Cyclic Scheduling Problems with Linear Precedences and Resource Constraints.
R13128	Multicriterial Design of Pharmaceutical Plants in Strategic Plant Management Using Methods of Computational Intelligence.
R13129	Vehicle and Crew Scheduling with Flexible Timetable.
R13130	Routing in Line Planning for Public Transport.
R13131	Recovery Knowledge Acquisition in Medium and Long Term Planning of a Joint Manufacturing / Remanufacturing System.
R13132	Collaborative Planning - Concepts, Framework and Challenges.
R13133	Zeitdiskrete Modellierung der Wechselwirkungen der Plan-Vorgaben bei Verwendung der Liefertreue als Leistungsgr
R13134	Energieorientierte Maschinenbelegungsplanung auf Basis evolution
R13135	FLOPC++ An Algebraic Modeling Language Embedded in C++.
R13136	Verkn
R13137	A Decision Support System for Strategic and Operational Planning of Road Feeder Services.
R13138	Penalising Patterns in Timetables: Novel Integer Programming Formulations.
R13139	Der Einfluss von alternativen Bezugsquellen auf die optimale Beschaffungsstrategie.
R13140	Valuing Product Portfolios Under Uncertainty and Limited Capacity.
R13141	Prognose von Geldautomatenums
R13142	Simulation of the epidemiology of Salmonella in the pork supply chain.
R13143	Job-Shop Scheduling by GA. A New Crossover Operator.
R13144	Variable Subset Selection for Credit Scoring with Support Vector Machines.
R13145	Partially Integrated Airline Crew Scheduling for Team-oriented Rostering.
R13146	Production Planning in Dynamic and Seasonal Markets.
R13147	Analyse der Beschleunigung des A*-Verfahrens durch verbesserte Sch
R13148	Social Entrepreneurs, Lead Donors and the Optimal Level of Fundraising.
R13149	The Valuation of Localization Investments with Real Options: A Case from Turkish Automotive Industry.
R13150	The Markov-Modulated Risk Model with Investment.
R13151	A Decision Support Framework for the Airline Crew Schedule Disruption Management with Strategy Mapping.
R13152	Tactical Operating Theatre Scheduling: Efficient Appointment Assignment.
R13153	An Emission Analysis on Toxic Substances (SPM and NOx) from Transportation Network System in Tokyo of Japan.
R13154	A Decision-Analytic Approach to Blue-Ocean Strategy Development.
R13155	Branching Based on Home-Away-Pattern Sets.
R13156	Operations Research, Proceedings 2006, Selected Papers of the Annual International Conference of the German Operations ResearchSociety (GOR), Jointly Organized with the Austrian Society of Operations Research (
R13157	Distributed Planning in Product Recovery Networks.
R13158	A Benders Decomposition for Hub Location Problems Arising in Public Transport.
R13159	Optimal Control Strategies for Incoming Inspection.
R13160	Nutzung von Data-Mining-Verfahren zur Indexprognose.
R13161	Dynamical Configuration of Transparent Optical Telecommunication Networks.
R13162	Combining Support Vector Machines for Credit Scoring.
R13163	Order Stable Solutions for Two-sided Matching Problems.
R13164	Blood Platelet Production: a multi-type perishable inventory problem.
R13165	Transport Channel Selection.
R13166	Optimization of Sheet Metal Products.
R13167	An LP-based Heuristic Approach for Strategic Supply Chain Design.
R13168	Some Remarks on the Stability of Production Networks.
R13169	Using a Combination of Weighting Methods in Multiattribute Decision-Making.
R13170	Zeitkontinuit
R13171	Interactive Decision Support Based on Multiobjective Evolutionary Algorithms.
R13172	Finding Delay-Tolerant Train Routings through Stations.
R13173	Dominance and Equilibria in the Path Player Game.
R13174	Process Optimization and Efficient Personnel Employment in Hospitals.
R13175	Comparison of Stochastic- and Guaranteed-Service Approaches to Safety Stock Optimization in Supply Chains.
R13176	Customer Selection and Profit Maximization in Vehicle Routing Problems.
R13177	A Dual Algorithm to Obtain Highly Practical Solutions in Static Multileaf Collimation.
R13178	The Use of Chance Constrained Programming for Disassemble-to-Order Problems with Stochastic Yields.
R13179	Extracting Rules from Support Vector Machines.
R13180	Vorstellung einer erweiterbaren Selbstlernumgebung "Operations Research" als Beispiel f
R13181	Complexity of Project Scheduling Problem with Nonrenewable Resources.
R13182	A System Analysis on PEFC-CGS for a Farm Household.
R13183	A Framework for Truth Maintenance in Multi-Agent Systems.
R13184	Generalized DEA-Range Adjusted Measurement.
R13185	The Influence of Social Values in Cooperation.
R13186	Multiprocessor Scheduling Problem with Stepwise Model of Job Value Change.
R13187	Improving Classifier Performance by Using Fictitious Training Data? A Case Study.
R13188	Mehrdepot-Umlaufplanung: Ber
R13189	Numerical Transform Inversion for Autocorrelations of Waiting Times.
R13190	A New Methodology to Derive a Bank's Maturity Structure Using Accounting-Based Time Series Information.
R13191	Sequencing and lot-size optimisation of a production-and-inventory-system with multiple items using simulation and parallel genetic algorithm.
R13192	Non-maturing Deposits, Convexity and Timing Adjustments.
R13193	Wirtschaftliche Folgen von Vertr
R13194	On Dimensioning Intensive Care Units.
R13195	On Asymptotically Optimal Algorithm for One Modification of Planar 3-dimensional Assignment Problem.
R13196	Pattern Detection with Growing Neural Networks - An Application to Marketing and Library Data.
R13197	On Asymptotic Optimality of Permutation Schedules in Stochastic Flow Shops and Assembly Lines.
R13198	Strategic Tools for the Sustainable Development of Maritime Regions.
R13199	A Two-Stage Approach for Improving Service Management in Retail Banking.
R13200	When Periodic Timetables Are Suboptimal.
R13201	A Single Processor Scheduling Problem with a Common Due Window Assignment.
R13202	Product Line Optimization as a Two Stage Problem.
R13203	Revenue Management in a Make-to-Order Environment.
R13204	Schedule This - A Decision Support System for Movie Shoot Scheduling.
R13205	Technologischer Fortschritt in der deutschen Bankenwirtschaft.
R13206	Optimal Portfolios Under Bounded Shortfall Risk and Partial Information.
R13207	Aktienkursprognose anhand von Jahresabschlussdaten mittels K
R13208	The Real-Time Vehicle Routing Problem.
R13209	The Robust Shortest Path Problem by Means of Robust Linear Optimization.
R13210	Multi Objective Pinch Analysis (MOPA) Using PROMETHEE to Evaluate Resource Efficiency.
R13211	Neuro-Dynamic Programming: An Overview and Recent Results.
R13212	An Exact Branch-and-Price Algorithm for Workforce Scheduling.
R13213	Optionsb
R13214	Mobile Dienste zum Terminmanagement bei Gesch
R13215	Entwicklung eines reaktiven Schedulingsystems f
R13216	Lenk- und Ruhezeiten in der Tourenplanung.
R13217	A Hybrid Approach to Solve the Periodic Home Health Care Problem.
R13218	A New Approach for Mixed-Model Assembly Line Sequencing.
R13219	Integrated Operational Transportation Planning in Theory and Practice.
R13220	An Overview on the Split Delivery Vehicle Routing Problem.
R13221	Multi Objective Pinch Analysis (MOPA) for Integrated Process Design.
R13222	Promoting epsilon-Efficiency in Multiple Objective Programming: Theory, Methodology, and Application.
R13223	Stochastic Optimization in Generation and Trading Planning.
R13224	A Multidimensional Poverty Index.
R13225	Inventory Control in Logistic and Production Networks.
R13226	An Efficient Conjugate Directions Method Without Linear Searches.
R13227	Risk-Sensitive Average Optimality in Markov Decision Chains.
R13228	Scheduling of Electrical Household Appliances with Price Signals.
R13229	How to Model Operational Risk If You Must.
R13230	Computing the Value of Information in Quadratic Stochastic Decision Problems.
R13231	Does a Market Sensitive Price Strategy Pay Off in an Oligopoly Market Disturbed by Competitors Without Any Concept?.
R13232	Monotonic Spline Regression to Estimate Promotional Price Effects: A Comparison to Benchmark Parametric Models.
R13233	Artificial DMUs and Contingent Weight Restrictions for the Analysis of Brazilian Retail Banks Efficiency.
R13234	Multi-Criteria Decision Support and Uncertainty Handling, Propagation and Visualisation for Emergency and Remediation Management.
R13235	Detecting and Debugging Erroneous Statements in Pairwise Comparison Matrices.
R13236	Alternative IP Models for Sport Leagues Scheduling.
R13237	Integrated Design of Industrial Product Service Systems.
R13238	Operations Research, Proceedings 2007, Selected Papers of the Annual International Conference of the German Operations Research Society (GOR), Saarbr
R13239	Identifying Fruitful Combinations Between System Dynamics and Soft OR.
R13240	Investment Timing Problem Under Tax Allowances: The Case of Special Economic Zones.
R13241	On the Computational Performance of a Semidefinite Programming Approach to Single Row Layout Problems.
R13242	A Heuristic Solution for a Driver-Vehicle Scheduling Problem.
R13243	Bilevel Programming and Price Setting Problems.
R13244	LP-based Genetic Algorithm for the Minimum Graph Bisection Problem.
R13245	A Flexible Model and Efficient Solution Strategies for Discrete Location Problems.
R13246	A Branch and Bound Algorithm Based on DC Programming and DCA for Strategic Capacity Planning in Supply Chain Design for a New Market Opportunity.
R13247	Ein Dekompositionsverfahren zur Bestimmung der Produktionsrate einer Flie
R13248	Consistency Matrices Within Scenario Technique: An Empirical Investigation.
R13249	Integer Quadratic Programming Models in Computational Biology.
R13250	Greedy Heuristics and Weight-Coded EAs for Multidimensional Knapsack Problems and Multi-Unit Combinatorial Auctions.
R13251	Wavelet Schemes for Linear-Quadratic Elliptic Control Problems.
R13252	Primal-Dual Combined with Constraint Propagation for Solving RCPSPWET.
R13253	A Coherent Spot/Forward Price Model with Regime-Switching.
R13254	On a Single Machine Due Date Assignment and Scheduling Problem with the Rate-Modifying Activity.
R13255	Acceleration of the A*-Algorithm for the Shortest Path Problem in Digital Road Maps.
R13256	Improving the Predictive Validity of Quality Function Deployment by Conjoint Analysis: A Monte Carlo Comparison.
R13257	ALM Modeling for Dutch Pension Funds in an Era of Pension Reform.
R13258	A Modulo Network Simplex Method for Solving Periodic Timetable Optimisation Problems.
R13259	Heuristic Enhancements to the k-best Method for Solving Biobjective Combinatorial Optimisation Problems.
R13260	Simulation der Supply Chain f
R13261	Router: A Fast and Flexible Local Search Algorithm for a Class of Rich Vehicle Routing Problems.
R13262	Staff and Resource Scheduling at Airports.
R13263	Expected Additive Time-Separable Utility Maximizing Capacity Control in Revenue Management.
R13264	Reliable Geometric Computing.
R13265	Bayesian Versus Maximum Likelihood Estimation of Term Structure Models Driven by Latent Diffusions.
R13266	Basel II - Achievements and Challenges.
R13267	Uniform Random Rational Number Generation.
R13268	An Optimal Control Policy for Crossdocking Terminals.
R13269	Investment Attraction and Tax Reform: a Stochastic Model.
R13270	Construction Line Algorithms for the Connection Location-Allocation Problem.
R13271	Operations Research, Proceedings 2004, Selected Papers of the Annual International Conference of the German Operations Research Society (GOR), Jointly Organized with the Netherlands Society for Operations Research (NGB), Tilburg, The Netherlands, September 1-3, 2004
R13272	Length-Bounded and Dynamic k-Splittable Flows.
R13273	Modelling Some Robust Design Problems via Conic Optimization.
R13274	Forecasting Optimization Model of the U.S. Coal, Energy and Emission Markets.
R13275	Challenges in the Optimization of Biosystems II: Mathematical Modeling and Stability Analysis of Gene-Expression Patterns in an Extended Space and with Runge-Kutta Discretization.
R13276	Produktionsplanung bei Variantenflie
R13277	Minimizing Total Delay in Fixed-Time Controlled Traffic Networks.
R13278	Sensitivity of Stock Returns to Changes in the Term Structure of Interest Rates - Evidence from the German Market.
R13279	Ein praxistauglicher Ansatz zur L
R13280	Line Optimization in Public Transport Systems.
R13281	A Stochastic Programming Model with Decision Dependent Uncertainty Realizations for Technology Portfolio Management.
R13282	Stochastic Models of Customer Portfolio Management in Call Centers.
R13283	On Value of Flexibility in Energy Risk Management. Concepts, Models, Solutions.
R13284	Traffic Optimization Under Route Constraints with Lagrangian Relaxation and Cutting Plane Methods.
R13285	Total Reward Variance in Discrete and Continuous Time Markov Chains.
R13286	Online Dial-A-Ride Problem with Time Windows: An Exact Algorithm Using Status Vectors.
R13287	Die Anwendung des Verlustverteilungsansatzes zur Quantifizierung operationeller Risiken.
R13288	Dimensionality Reduction in Multiobjective Optimization: The Minimum Objective Subset Problem.
R13289	Multistage Stochastic Programming Problems; Stability and Approximation.
R13290	Determining SMB Superstructures by Mixed-Integer Optimal Control.
R13291	Portfolio Optimization as a Tool for Knowledge Management.
R13292	Online Optimization of a Color Sorting Assembly Buffer Using Ant Colony Optimization.
R13293	Dynamic optimization of routing in a Semiconductor Manufacturing Plant.
R13294	Case-Based Decision Theory: An Experimental Report.
R13295	Koordination von Abruf- und Lieferpolitiken in Supply Chains.
R13296	Planning Disassembly for Remanufacturing Under a Rolling Schedule Environment.
R13297	Two-Machine No-Wait Flow Shop Scheduling Problem with Precedence Constraints.
R13298	Simulated Annealing Based Algorithm for the 2D Bin Packing Problem with Impurities.
R13299	Zur Entscheidungsunterst
R13300	Flexible Planning in an Incomplete Market.
R13301	A Decision Support System for Planning Promotion Time Slots.
R13302	A Less Flexibility First Based Algorithm for the Container Loading Problem.
R13303	Aggregate Game and International Fishery with Several Countries.
R13304	Numerical Method for the Single-Server Bulk-Service Queuing System with Variable Service Capacity, M/Gy/1, with Discretized Service Time Probability Distribution.
R13305	On a Class of Interval Data Minmax Regret CO Problems.
R13306	Investment Incentives from Goal-Incongruent Performance Measures: Experimental Evidence.
R13307	Simultaneous Vehicle and Crew Scheduling with Trip Shifting.
R13308	Capacity Investment and Pricing Decisions in a Single-Period, Two-Product-Problem.
R13309	Sollen Anschlussverbindungen bei Versp
R13310	m-Parking - Mobile Parking Payment Systems in Europa.
R13311	About the Limitations of Spreadsheet Applications in Business Venturing.
R13312	Multikriterielle Entscheidungsunterst
R13313	Scheduling Buses and School Starting Times.
R13314	A square law for power of positions in a network.
R13315	A Centrist Poverty Index.
R13316	Fare Planning for Public Transport.
R13317	Parameter Estimation for Stock Models with Non-Constant Volatility Using Markov Chain Monte Carlo Methods.
R13318	Optimal Usage of Flexibility Instruments in Automotive Plants.
R13319	Scheduling with Fuzzy Methods.
R13320	Studying Impact of Decision Making Units Features on Efficiency by Integration of Data Envelopment Analysis and Data Mining Tools.
R13321	Automated business diagnosis in the OLAP context.
R13322	Modelling Transport Networks by Means of Autonomous Units.
R13323	Preference Sensitivity Analyses for Multi-Attribute Decision Support.
R13324	Real Option Approach on Implementation of Wind-diesel Hybrid Generators.
R13325	A dynamic model for strategic supplier selection.
R13326	Conflict-free Real-time AGV Routing.
R13327	Periodic Timetable Optimization in Public Transport.
R13328	Modeling and Analyzing the IAS 19 System of Accounting for Unfunded Pensions.
R13329	Optimising energy models for hydrothermal generation systems to derive electricity prices.
R13330	Trading Regions Under Proportional Transaction Costs.
R13331	Routing and Capacity Optimization for IP Networks.
R13332	Performance-Measurement- und Analyse- Konzepte im Hochschulcontrolling.
R13333	Scheduling Departures at Airports - a MILP Approach.
R13334	On the Empirical Linkages between Stock Prices and Trading Activity on the German Stock Market.
R13335	Robuste Portfoliooptimierung: Eine kritische Bestandsaufnahme und ein Vergleich alternativer Verfahren.
R13336	Two-Dimensional Cutting Stock Problem Under Low Demand: a Study Case.
R13337	Optimizing in Graphs with Expensive Computation of Edge Weights.
R13338	Risk-Sensitive Optimality Criteria in Markov Decision Processes.
R13339	Rapid Mathematical Programming or How to Solve Sudoku Puzzles in a Few Seconds.
R13340	Tourenplanung mittelst
R13341	Scheduling Tests in Automotive R
R13342	Coping with Incomplete Information in Scheduling - Stochastic and Online Models.
R13343	The Quality of Prior Information Structure in Business Planning - An Experiment in Environmental Scanning.
R13344	Supply Chain Management and Advanced Planning in the Process Industries.
R13345	A Sampling Procedure for Real-Life Rich Vehicle Routing Problems.
R13346	A New Formulation of the Capacitated Discrete Ordered Median Problems with 0, 1-Assignment.
R13347	Algorithmic Procedures for Mean Variance Optimality in Markov Decision Chains.
R13348	Genetically Constructed Kernels for Support Vector Machines.
R13349	Gremienentscheidungen bei partiellen Pr
R13350	Eine Web-Service basierte Architektur f
R13351	Finding Feasible Solutions to Hard Mixed-integer Programming Problems Using Hybrid Heuristics.
R13352	Solving a Dynamic Real-Life Vehicle Routing Problem.
R13353	Real-Time Destination-Call Elevator Group Control on Embedded Microcontrollers.
R13354	A Two-echelon Model for Inventory and Returns.
R13355	Complexity of Pure-Strategy Nash Equilibria in Non-Cooperative Games.
R13356	Integrated Optimization of School Starting Times and Public Bus Services.
R13357	An Extensive Tabu Search Algorithm for Solving the Lot Streaming Problem in a Job Shop Environment.
R13358	Scheduling of Tests on Vehicle Prototypes Using Constraint and Integer Programming.
R13359	Biometrische Absicherung von Web-Applikationen mit BioW3.
R13360	Using Shadow Prices to Reveal Personal Preferences in a Two-Stage Assignment Problem.
R13361	A Group Setup Strategy for PCB Assembly on a Single Automated Placement Machine.
R13362	Functional Analysis of Process-Oriented Systems.
R13363	Tail Assignment in Practice.
R13364	A Neural Network Based Decision Support System for Real-Time Scheduling of Flexible Manufacturing Systems.
R13365	An Enumerative Approach to Rail-Truck Intermodal Transportation of Mixed Shipments.
R13366	Lot Sizing Policies for Remanufacturing Systems.
R13367	Truck Allocation Planning for Cost Reduction of Mechanical Sugarcane Harvesting in Thailand: An Application of Multi-objective Optimization.
R13368	A Heuristic Method for Large-Scale Batch Scheduling in the Process Industries.
R13369	Operations Research Proceedings 2005, Selected Papers of the Annual International Conference of the German Operations Research Society (GOR), Bremen, September 7-9, 2005
R13370	Optimizing Flight and Cruise Occupancy of a Cruise Line.
R13371	A Column Generation Approach to Airline Crew Scheduling.
R13372	Worst-case VaR and CVaR.
R13373	Open Vehicle Routing Problem with Time Deadlines: Solution Methods and an Application.
R13374	Reliability Models for the Uncapacitated Facility Location Problem with User Preferences.
R13375	Modeling and Solution for Yard Truck Dispatch Planning at Container Terminal.
R13376	Optimizing Consumption and Investment: The Case of Partial Information.
R13377	Simulating Dispatching Strategies for Automated Container Terminals.
R13378	The Prize Collecting Connected Subgraph Problem - A New NP-Hard Problem arising in Snow Removal Routing.
R13379	Performance Measurement of Hedge Fund Indices - Does the Measure Matter?.
R13380	Scheduling Jobs with Uncertain Parameters: Analysis of Research Directions.
R13381	Robustness of Econometric Variable Selection Methods.
R13382	Robotic Cells: Configurations, Conjectures and Cycle Functions.
R13383	Availability and Performance Analysis of Stochastic Networks with Unreliable Nodes.
R13384	A fuzzy DEA approach.
R13385	Portfolio Optimization Under Partial Information and Convex Constraints in a Hidden Markov Model.
R13386	Freight Flow Consolidation in Presence of Time Windows.
R13387	Service-Level Oriented Lot Sizing Under Stochastic Demand.
R13388	Nonserial Dynamic Programming and Tree Decomposition in Discrete Optimization.
R13389	Dynamic Replication of Non-Maturing Assets and Liabilities.
R13390	Taming Wind Energy with Battery Storage.
R13391	Relational Construction of Specific Timetables.
R13392	Identifying Segments of a Domestic Tourism Market by Means of Data Mining.
R13393	Recent Advances in Robust Optimization.
R13394	Stochastic Analysis of the Traffic Confluence at the Crossing of a Major and a Minor Road.
R13395	On the Applicability of a Fourier Based Approach to Integrated Market and Credit Portfolio Models.
R13396	Hierarchical Multilevel Approaches of Forecast Combination.
R13397	Robustness in the Context of Autonomous Cooperating Logistic Processes: A Sustainability Perspective.
R13398	Modeling SMEs' Choice of Foreign Market Entry: Joint Venture vs. Wholly Owned Venture.
R13399	Priority-Rule Methods for Project Scheduling with Work Content Constraints.
R13400	Modellierung von Entscheidungsproblemen in der Lehre - Ein Erfahrungsbericht.
R13401	On Some Probability Inequalities for Some Discrete Optimization Problems.
R13402	Simultaneous Dynamic Pricing and Lot-sizing Decision for a Discrete Number of Price Variations.
R13403	A Simulation Application for Predator-Prey Systems.
R13404	Integration of Berth Allocation and Crane Assignment to Improve the Resource Utilization at a Seaport Container Terminal.
R13405	Auswirkungen eines kontinuierlichen Fleet Assignment Prozesses.
R13406	Ein Entscheidungsunterst
R13407	Representing Labor Demands in Airport Ground Staff Scheduling.
R13408	On the Cycle Polytope of a Directed Graph and Its Relaxations.
R13409	Closed Networks of Generalized S-queues with Unreliable Servers.
R13410	User-Oriented Filtering of Qualitative Data.
R13411	Standortplanung von Einsatzkr
R13412	Analysts' Dividend Forecasts, Portfolio Selection, and Market Risk Premia.
R13413	Coordination of Decentralized Departments and the Implementation of a Firm-wide Differentiation Strategy.
R13414	Adaptive Dienst- und Umlaufplanung im 
