R0	Ardent Software
R3851	Using Gaussian Copulas in Supervised Probabilistic Classification.
R3852	Multi-agent Platform for Security Level Evaluation of Information and Communication Services.
R3853	Reliable Improvement for Collective Intelligence on Thai Herbal Information.
R3854	Effect of Sensor Specific Crop Location on Wireless Sensor Network Performance.
R3855	A Fuzzy Symbolic Representation for Intelligent Reservoir Well Logs Interpretation.
R3856	A Tiered CRF Tagger for Polish.
R3857	Chance Discovery.
R3858	Kernel-based Data Fusion for Machine Learning - Methods and Applications in Bioinformatics and Text Mining
R3859	Artificial Neural Network (ANN) Based Object Recognition Using Multiple Feature Sets.
R3860	From Motor Learning to Interaction Learning in Robots
R3861	Generalized Voronoi Diagram: A Geometry-Based Approach to Computational Intelligence
R3862	Performance Analysis of Neural Network and ANFIS in Brain MR Image Classification.
R3863	Multiobjective Estimation of Distribution Algorithms.
R3864	Moving Object Detection and Tracking for the Purpose of Multimodal Surveillance System in Urban Areas.
R3865	On the Design of Low Redundancy Error-Correcting Output Codes.
R3866	Dimensionality Reduction by Turning Points for Stream Time Series Prediction.
R3867	Scenario Maps on Situational Switch Model, Applied to Blood-Test Data for Hepatitis C Patients.
R3868	Network Topology Inference for Multimedia Streaming.
R3869	Robot Systems for Play in Education and Therapy of Disabled Children.
R3870	Adaptive Embedding and Detection for Improved Video Watermarking.
R3871	Peircean Pragmatic Truth and da Costa's Quasi-Truth.
R3872	Evolutionary IP Mapping for Efficient NoC-Based System Design Using Multi-objective Optimization.
R3873	Na
R3874	Optimal Control Systems with Reduced Parametric Sensitivity Based on Particle Swarm Optimization and Simulated Annealing.
R3875	Mapping System for Merging Ontologies.
R3876	Improving Distributed Semantic Search with Hybrid Topology and Peer Recommendation.
R3877	Digital Topologies on Graphs.
R3878	A Dynamic Generation Algorithm for Meta Process in Intelligent Platform of Virtual Travel Agency.
R3879	Making Interactive Evolutionary Graphic Design Practical.
R3880	Probabilistic Inversion: A New Approach to Inversion Problems in Pavement and Geomechanical Engineering.
R3881	Bipolar Queries: A Way to Deal with Mandatory and Optional Conditions in Database Querying.
R3882	Video Analytics for Business Intelligence.
R3883	An Algorithm to Calculate the Expected Value of an Ongoing User Session.
R3884	Complexity: Where Does It Come from?
R3885	Mathematical Foundations of Learning Theory.
R3886	A Winner Determination Method on GlobalAd Service: Model and Formulation.
R3887	Efficient Methods for Near-Optimal Sequential Decision Making under Uncertainty.
R3888	Classification and Learning Methods for Character Recognition: Advances and Remaining Problems.
R3889	Stability on Type-1 and Type-2 Fuzzy Logic Systems.
R3890	Decision Theory and Rules of Thumb.
R3891	Locomotion Elicited by Electrical Stimulation in the Midbrain of the Lizard Gekko gecko.
R3892	Computational Intelligent Techniques and Similarity Measures for Malware Classification.
R3893	Automatically Defined Functions in Gene Expression Programming.
R3894	Mining Complex Data
R3895	Automatic Musical Genre Classification and Artificial Immune Recognition System.
R3896	How Does "Intelligent Mechanical Design Concept" Help Us to Enhance Robot's Function?.
R3897	Derivative-Free Optimization.
R3898	Estimation of Solution of Discrete Linear Time-Varying System.
R3899	Artificial Brain
R3900	Digital Modulation Classification using Fuzzy Neural Networks.
R3901	Computer and Information Science [outstanding papers from IEEE/ACIS ICIS/IWEA 2008]
R3902	An Application of Computational Collective Intelligence to Governance and Policy Modelling.
R3903	Technologies of Inclusive Well-Being - Serious Games, Alternative Realities, and Play Therapy
R3904	An Introduction to Robust Transform Based Image Watermarking Techniques.
R3905	Memetic Algorithms in the Presence of Uncertainties.
R3906	Virtual Intelligent Agents to Train Abilities of Diagnosis in Psychology and Psychiatry.
R3907	Memetic Algorithms in Planning, Scheduling, and Timetabling.
R3908	The Structure of Scenario Communication and Chance Discovery.
R3909	Texture Analysis by Accurate Identification of a Generic Markov-Gibbs Model.
R3910	BDI Agents: Flexibility, Personalization, and Adaptation for Web-Based Support Systems.
R3911	Ontology-based Fuzzy Decision Agent and Its Application to Meeting Scheduling Support System.
R3912	Data Management Solutions in Networked Sensing Systems.
R3913	Influence of Different Deviations Allowed for Equality Constraints on Particle Swarm Optimization and Differential Evolution.
R3914	Hybridizing cGAs with PSO-like Mutation.
R3915	Application of Fuzzy Logic in Computer Security and Forensics.
R3916	On the Quantification of Identity and Link Disclosures in Randomizing Social Networks.
R3917	A CDSS Supporting Clinical Guidelines Integrated and Interoperable Within the Clinical Information System.
R3918	Mining for Strategic Competitive Intelligence - Foundations and Applications
R3919	A System to Detect Inconsistencies between a Domain Expert's Different Perspectives on (Classification) Tasks.
R3920	A Rule-Based Adaption Model for Ontology-Based Personalization.
R3921	Machine Translation at Work.
R3922	Modeling "and if possible" and "or at least": Different Forms of Bipolarity in Flexible Querying.
R3923	Dynamic Linking of Web Resources: Customisation and Personalisation.
R3924	Multiagent Monitoring System for Complex Network Infrastructure.
R3925	Clouds and Continuous Analytics Enabling Social Networks for Massively Multiplayer Online Games.
R3926	Challenges for Computational Intelligence
R3927	Educational Timetabling.
R3928	Nonredundant Generalized Rules and Their Impact in Classification.
R3929	Summary and Conclusions.
R3930	Design of a Linear Scale Calibration Machine.
R3931	Constraint Programming and Decision Making
R3932	Computation of Permeability of Textile with Experimental Validation for Monofilament and Non Crimp Fabrics.
R3933	Denial of Service Detection in Mobile Agent Systems with Dependencies in Computations.
R3934	Iterative Feedback Tuning in Linear and Fuzzy Control Systems.
R3935	Theoretical approach to urban ontology: a contribution from urban system analysis.
R3936	Programming a Parallel Computer: The Ersatz Brain Project.
R3937	A Multi-lane Double Auction for Economic-Based Service Management in the Cloud.
R3938	A Genetic Algorithm for Railway Scheduling Problems.
R3939	Tree-Based Algorithms for Action Rules Discovery.
R3940	Points of View on Building an Intelligent Robot.
R3941	Variable Selection for the Linear Support Vector Machine.
R3942	Text Summarization: An Old Challenge and New Approaches.
R3943	Nature Inspired Multi-Swarm Heuristics for Multi-Knowledge Extraction.
R3944	Human-Robot Cooperation Based on Interaction Learning.
R3945	Computational Genetic Regulatory Networks: Evolvable, Self-organizing Systems
R3946	Ego-Centric Network Sampling in Viral Marketing Applications.
R3947	The XML and Semantic Web Worlds: Technologies, Interoperability and Integration: A Survey of the State of the Art.
R3948	Approximation of a Modified Traveling Salesman Problem Using Bacterial Memetic Algorithms.
R3949	An Overview of Agent Based Models.
R3950	Generalized World Entities as an Unifying IoT Framework: A Case for the GENIUS Project.
R3951	Collecting Semantic Similarity Ratings to Connect Concepts in Assistive Communication Tools.
R3952	Sequential Parameter Optimization Applied to Self-Adaptation for Binary-Coded Evolutionary Algorithms.
R3953	Modelling and Reasoning with Vague Concepts
R3954	Study of the Key Techniques for Implementing Barcode Network.
R3955	Building Intelligent Sensor Networks with Multiagent Graphical Models.
R3956	Evolutive Approaches for Variable Selection Using a Non-parametric Noise Estimator.
R3957	Structural Relationship Preservation in Volume Rendering.
R3958	Introduction to Adaptive Collaboration Scripting.
R3959	Usage Distribution Coverage: What Percentage of Expected Use Has Been Executed in Software Testing?
R3960	Trade-Off Between Diversity and Accuracy in Ensemble Generation.
R3961	Improvement of LEACH for Fault-Tolerance in Sensor Networks.
R3962	An FPGA-Based Collision Warning System Using Moving-Object Detection Inspired by Neuronal Propagation in the Hippocampus.
R3963	Analogue Circuit Optimization through a Hybrid Approach.
R3964	Fuzzy Control for Dynamical Parameter Adaptation in a Parallel Evolutionary Method Combining Particle Swarm Optimization and Genetic Algorithms.
R3965	Solution of Groundwater Management Problems Using Harmony Search Algorithm.
R3966	Realtime Dynamic Multimedia Storyline Based on Online Audience Biometric Information.
R3967	Anomaly Detection in Moving Object.
R3968	View Planning of a Multi-rotor Unmanned Air Vehicle for Tree Modeling Using Silhouette-Based Shape Estimation.
R3969	Constraint-Wish and Satisfied-Dissatisfied: An Overview of Two Approaches for Dealing with Bipolar Querying.
R3970	Semantic Similarity-Based Web Services Access Control.
R3971	7 Automatic Generation of Behaviors, Morphologies and Shapes of Virtual Entities.
R3972	Service Oriented Control Framework for a Holonic System Characterized by a Guided Flow of Entities.
R3973	The Logic and Ontology of Assessment of Conditions in Older People.
R3974	Dynamic Multi-objective Job Shop Scheduling: A Genetic Programming Approach.
R3975	Engineering Evolutionary Intelligent Systems
R3976	An Approach to Efficient Trading Model of Hybrid Traders Based on Volume Discount.
R3977	Through Wall Tracking of Moving Targets by M-Sequence UWB Radar.
R3978	A Lightweight Approach to Distributed Network Diagnosis under Uncertainty.
R3979	Ant Colony Inspired Clustering Based on the Distribution Function of the Similarity of Attributes.
R3980	Central Force Optimization: A New Nature Inspired Computational Framework for Multidimensional Search and Optimization.
R3981	Flow Models for Project Scheduling with Transfer Delays and Financial Constraints.
R3982	Fish School Search.
R3983	Computational Complexity of Ant Colony Optimization and Its Hybridization with Local Search.
R3984	An Incremental Framework for Adapting the Hypermedia Structure of Multimedia Documents.
R3985	From Biological Macromolecules to Drape of Clothing: 50 Years of Computing for Textiles.
R3986	Evolutionary Scheduling
R3987	Automating Event Extraction for the Security Domain.
R3988	Parallel Memetic Algorithms for Independent Job Scheduling in Computational Grids.
R3989	Analysis on Malicious Peer's Behavior of the P2P Trust Resource Chain Model.
R3990	Comparison of Frameworks for Parallel Multiobjective Evolutionary Optimization in Dynamic Problems.
R3991	Polynomizing: Logic Inference in Polynomial Format and the Legacy of Boole.
R3992	System-Ergonomic Design of Cognitive Automation: Dual-Mode Cognitive Design of Vehicle Guidance and Control Work Systems
R3993	A Fair Off-line Electronic Payment System.
R3994	A Hybrid Genetic Algorithm for the Travelling Salesman Problem.
R3995	On the Use of Semantic Technologies to Support Education, Mobility and Employability.
R3996	EVE's Entropy: A Formal Gauge of Fun in Games.
R3997	Facebook as a Collaborative Platform in Higher Education: The Case Study of the Universitat Oberta de Catalunya.
R3998	A Novel Ensemble Technique for Protein Subcellular Location Prediction.
R3999	An Evolutionary Multi-objective Algorithm for Inferring Parameters in Outranking-Based Decision Models: The Case of the ELECTRE III Method.
R4000	CSP Techniques for Solving Combinatorial Queries within Relational Databases.
R4001	Optimization of Membership Functions for Type-1 and Type 2 Fuzzy Controllers of an Autonomous Mobile Robot Using PSO.
R4002	Optimal Redundancy Allocation of Multi-State Systems with Genetic Algorithms.
R4003	Learning-Based Driver Workload Estimation.
R4004	Renal System Dynamics Modeling.
R4005	Design of Fuzzy Control Systems with Different PSO Variants.
R4006	Artificial Intelligence Methods in Early Childhood Education.
R4007	Mining Imbalanced Data with Learning Classifier Systems.
R4008	Creating Synthetic Temporal Document Collections for Web Archive Benchmarking.
R4009	Histogram-Tensorial Gaussian Representations and its Applications to Facial Analysis.
R4010	The Stochastic Network Calculus Methodology.
R4011	Integrating Content and Structure Learning: A Model of Hypertext Zoning and Sounding.
R4012	An Adversarial Risk Analysis Model for an Autonomous Imperfect Decision Agent.
R4013	Decision-Based Specification and Comparison of Table Recognition Algorithms.
R4014	Off-line Writer Identification and Verification Using Gaussian Mixture Models.
R4015	Automatic Synthesis of Microcontroller Assembly Code Through Linear Genetic Programming.
R4016	Comparative Study of Sequential Pattern Mining Models.
R4017	Facilitating Ubiquitous interaction Using Intelligent Agents.
R4018	Rapid Interpretation of Nondestructive Testing Results Using Neural Networks.
R4019	Three Dimensional Information Extraction and Applications to Video Analysis.
R4020	X-Sensor: Wireless Sensor Network Testbed Integrating Multiple Networks.
R4021	Collaborative Robots for Infrastructure Security Applications.
R4022	Abduction, Medical Semeiotics and Semioethics.
R4023	A Comparative Study of Blog Comments Spam Filtering with Machine Learning Techniques.
R4024	Particle Swarm Optimization in Reliability Engineering.
R4025	Parallel Algorithm for Enumerating Maximal Cliques in Complex Network.
R4026	Soft Computing Models for Network Intrusion Detection Systems.
R4027	Efficient Constructive Techniques for Training Switching Neural Networks.
R4028	Toward a Methodology of Collaborative Modeling and Simulation of Complex Systems.
R4029	Fuzzy Agents.
R4030	Managing Complexity: Practical Considerations in the Development and Application of ABMs to Contemporary Policy Challenges
R4031	Evolutionary Computation: from Genetic Algorithms to Genetic Programming.
R4032	Multi-Objective Combinatorial Optimization: Problematic and Context.
R4033	Kernels for Strings and Graphs.
R4034	DNA Computing and its Application.
R4035	Agent and Multi-agent Technology for Internet and Enterprise Systems
R4036	Multipurpose Image Watermarking Algorithms and Applications.
R4037	Network-Aware Program-Counter-Based Disk Energy Management.
R4038	A Family of Multi-valued t-norms and t-conorms.
R4039	Modeling and Simulation of the Defuzzification Stage Using Xilinx System Generator and Simulink.
R4040	A Self-adaptive Greedy Scheduling Scheme for a Multi-Objective Optimization on Identical Parallel Machines.
R4041	A Layered Ontology-Based Architecture for Integrating Geographic Information.
R4042	3D Object Retrieval: Inter-Class vs. Intra-Class.
R4043	Assisting Cancer Diagnosis with Fuzzy Neural Networks.
R4044	Improved Tabu Solution for the Robust Capacitated International Sourcing Problem (RoCIS).
R4045	Agent Communication Using Semantic Networks.
R4046	Bilateral Single-Issue Negotiation Model Considering Nonlinear Utility and Time Constraint.
R4047	Estimating Classification Uncertainty of Bayesian Decision TreeTechnique on Financial Data.
R4048	Modular Neural Networks and Their Applications in Biometrics.
R4049	Modelling Intelligent Behaviours in Multi-agent Based HL7 Services.
R4050	A CBR Agent for Monitoring the Carbon Dioxide Exchange Rate from Satellite Images.
R4051	LSA-Based Compression of Data Cubes for Efficient Approximate Range-SUM Query Answering in OLAP.
R4052	Emergence and Evolution of Coalitions in Buyer-Seller Networks.
R4053	Encoding Modalities into Extended Petri Net for Analyzing Discrete Event Business Process.
R4054	User Stereotypes Concerning Cognitive, Personality and Performance Issues in a Collaborative Learning Environment for UML.
R4055	An Adaptive Mechanism for Author-Reviewer Matching in Online Peer Assessment.
R4056	A Terminology Indexing Based on Heuristics Using Linguistic Resources for Medical Textual Corpus.
R4057	Using Neural Models for Evaluation of Biological Activity of Selected Chemical Compounds.
R4058	Full Perfect Extension Pruning for Frequent Subgraph Mining.
R4059	Linear Models for Visual Data Mining in Medical Images.
R4060	A Compressed Vertical Binary Algorithm for Mining Frequent Patterns.
R4061	Resonance without Response: The Way of Topic Growth in Communications.
R4062	A Comparison of Three Meta-heuristics for a Closed-Loop Layout Problem with Unequal-Sized Facilities.
R4063	Detecting Community Structures in Networks Using a Linear-Programming Based Approach: a Review.
R4064	Multilevel Data Classification and Function Approximation Using Hierarchical Neural Networks.
R4065	Evolutionary Design of Chaos Control in 1D.
R4066	Combinatorial Machine Learning - A Rough Set Approach
R4067	Using Genetic Algorithms for Multi-depot Vehicle Routing.
R4068	Complex Manufacturing and Service Enterprise Systems: Modeling and Computational Framework.
R4069	Self-organization of Supervised Models.
R4070	Hemodialysis System.
R4071	Implications between learning outcomes in elementary bayesian inference.
R4072	Methods of Homogenization of Laminated Structures.
R4073	Introduction.
R4074	A Probabilistic Logic-based Framework for Characterizing Knowledge Discovery in Databases.
R4075	The Use of Rough Sets as a Data Mining Tool for Experimental Bio-data.
R4076	Study on Transform-Based Image Sharpening.
R4077	Evaluation of Risk Items for Open Source Software.
R4078	Transgenetic Algorithm: A New Endosymbiotic Approach for Evolutionary Algorithms.
R4079	On the Integration of Theoretical Single-Objective Scheduling Results for Multi-objective Problems.
R4080	Chance Discovery using Complementary Learning Fuzzy Neural Network.
R4081	Statistical Music Modeling Aimed at Identification and Alignment.
R4082	Automatic Activity Profile Generation from Detected Functional Regions for Video Scene Analysis.
R4083	Comparative Study of Feature Extraction Methods of Fuzzy Logic Type 1 and Type-2 for Pattern Recognition System Based on the Mean Pixels.
R4084	Machine Learning in Vector Models of Neural Networks.
R4085	Contributions to Ubiquitous Computing
R4086	A Neural-Genetic Technique for Coastal Engineering: Determining Wave-induced Seabed Liquefaction Depth.
R4087	Rough Sets Based Incremental Rule Acquisition in Set-Valued Information Systems.
R4088	Workload Assignment in Production Networks by Multi Agent Architecture.
R4089	System Orchestration Support for a Collaborative Blended Learning Flow.
R4090	Learning Models of Predicate Logical Theories with Neural Networks Based on Topos Theory.
R4091	A New Evolutionary Method Combining Particle Swarm Optimization and Genetic Algorithms Using Fuzzy Logic.
R4092	Logical Analysis of Multi-agent Kripke Structures.
R4093	Subject-Oriented Science Intelligent System on Physical Chemistry of Radical Reactions.
R4094	Heuristics and meta-heuristics for lot sizing and scheduling in the soft drinks industry: a comparison study.
R4095	Artificial Development.
R4096	Adaptive and Self-adaptive Techniques for Evolutionary Forecasting Applications Set in Dynamic and Uncertain Environments.
R4097	Enhancing Text Classifiers to Identify Disease Aspect Information.
R4098	Self-Organization for Search in Peer-to-Peer Networks.
R4099	Scan Converting OCT Images Using Fourier Analysis.
R4100	Robust Point-Location in Generalized Voronoi Diagrams.
R4101	Intelligence and Security Informatics, Techniques and Applications
R4102	An Optimal Algorithm for Contrast Enhancement of Dark Images Using Genetic Algorithms.
R4103	Analysing the Robustness of Multiobjectivisation Approaches Applied to Large Scale Optimisation Problems.
R4104	Toward Robot Perception through Omnidirectional Vision.
R4105	Increasing Incompleteness of Data Sets - A Strategy for Inducing Better Rule Sets.
R4106	Introduction.
R4107	Ant Colony Clustering and Feature Extraction for Anomaly Intrusion Detection.
R4108	A GRASP 
R4109	Fuzzy Sets in the Evaluation of Reliability.
R4110	Topological aspects of protein networks.
R4111	Massive Graph Management for the Web and Web 2.0.
R4112	Terminology Extraction from Domain Texts in Polish.
R4113	An Evolutionary Approach for Intelligent Negotiation Agents in e-Marketplaces.
R4114	Advances in Automated Source-Level Debugging of Verilog Designs.
R4115	Generating Concept Hierarchies from User Queries.
R4116	Towards Norm-Governed Behavior in Virtual Enterprises.
R4117	Selecting Data for Fast Support Vector Machines Training.
R4118	On Dynamic Negotiation Strategy for Concurrent Negotiation over Distinct Objects.
R4119	Identification of Critical Values in Latent Semantic Indexing.
R4120	A Comprehensive Evaluation of the Efficiency of an Integrated Biogas, Trigen, PV and Greenhouse Plant, Using Digraph Theory.
R4121	Fuzzy Tree Studio: A Tool for the Design of the Scorecard for the Management of Protected Areas.
R4122	E-Assessment Systems and Online Learning with Adaptive Testing.
R4123	RASH: A Self-adaptive Random Search Method.
R4124	Simulation of Nonlinear Dynamics and Synchronization for Structural Control at Seismic Excitations.
R4125	Multi-Objective Machine Learning
R4126	A Framework to Foster Collaboration between Students through a Computer Supported Collaborative Learning Environment.
R4127	ICT and Dataveillance.
R4128	Human-Centric Cognitive Decision Support System for Ill-Structured Problems.
R4129	Partition Measures for Data Mining.
R4130	Question Semantic Analysis in Vietnamese QA System.
R4131	Towards Human-Consistent Data-Driven Decision Support Systems via Fuzzy Linguistic Data Summaries.
R4132	The ChessBrain Project - Massively Distributed Chess Tree Search.
R4133	On Designing the SONCA System.
R4134	Towntology 
R4135	Fuzzy Predictive and Reactive Scheduling.
R4136	Brain-Like Evolving Spiking Neural Networks for Multimodal Information Processing.
R4137	Critical Thinking as a Framework for Structuring Synchronous and Asynchronous Communication within Learning Design-Based E-Learning Systems.
R4138	Evolving Solutions: The Genetic Algorithm and Evolution Strategies for Finding Optimal Parameters.
R4139	Evolutionary Approach to Solving Non-stationary Dynamic Multi-Objective Problems.
R4140	A Reconfigurable Parallel Hardware for Genetic Algorithms.
R4141	History and Challenges of Mechanism and Machine Science within IFToMM Community.
R4142	Invariant Hierarchical Clustering Schemes.
R4143	iJADE InfoSeeker: On Using Intelligent Context-Aware Agents for Retrieving and Analyzing Chinese Web Articles.
R4144	A NeuroCognitive Approach to Decision-Making in Chance Discovery.
R4145	Innovations in Intelligent Machines-4 - Recent Advances in Knowledge Engineering
R4146	Particle Swarm Optimization: Performance Tuning and Empirical Analysis.
R4147	Introduction.
R4148	Macro Level Models of Power Consumption for Servers in Distributed Systems.
R4149	Quantum-inspired genetic algorithms for flow shop scheduling.
R4150	Genetic Algorithm to Optimize Fitness Function with Sampling Error and its Application to Financial Optimization Problem.
R4151	A Framework for Building Intelligent Tutoring Systems.
R4152	New Rough Sets by Influence Zones Morphological Concept.
R4153	Application of the Bee Swarm Optimization BSO to the Knapsack Problem.
R4154	An Incremental Technique for Analyzing User Behaviors in an E-Business Environment.
R4155	Out-of-the-Box and Custom Implementation of Metaheuristics. A Case Study: The Vehicle Routing Problem with Stochastic Demand.
R4156	Information Routing, Correspondence Finding, and Object Recognition in the Brain
R4157	Data Mining Applied to the Electric Power Industry: Classification of Short-Circuit Faults in Transmission Lines.
R4158	Human-Computer Interaction: The Agency Perspective
R4159	Solving Real-World Vehicle Routing Problems with Evolutionary Algorithms.
R4160	Minimally-Sized Balanced Decomposition Schemes for Multi-class Classification.
R4161	Optimization of Decision Rules Based on Dynamic Programming Approach.
R4162	A Graphical Model Framework for Image Segmentation.
R4163	Knowledge-Based Clustering in Computational Intelligence.
R4164	Shadow Elimination Mimicking the Human Visual System.
R4165	Acceptance Conditions in Automated Negotiation.
R4166	Impact of Social Network Structure on Social Welfare and Inequality.
R4167	On the Discovery of Exception Rules: A Survey.
R4168	Performance of Distributed GAs on DNA Fragment Assembly.
R4169	Capturing and Specifying Multiagent Systems for the Management of Community Healthcare.
R4170	A Grammatical Genetic Programming Representation for Radial Basis Function Networks.
R4171	Designing Cicada-Mimetic Flapping Wing with Composite Wing Structure and Application to Flapping MAV.
R4172	Evolutionary Computation in the Chemical Industry.
R4173	Understanding and Forecasting Air Pollution with the Aid of Artificial Intelligence Methods in Athens, Greece.
R4174	Specifications and Deployment of SOA Business Applications Within a Configurable Framework Provided as a Service.
R4175	Long-Term Preservation Services as a Key Element of the Digital Libraries Infrastructure.
R4176	Real-Coded ECGA for Solving Decomposable Real-Valued Optimization Problems.
R4177	A Review of AI-Supported Tutoring Approaches for Learning Programming.
R4178	Turing Test as a Defining Feature of AI-Completeness.
R4179	Synthetic Characters in Health-related Applications.
R4180	Intelligent Multimedia Analysis for Security Applications
R4181	Combining (Integer) Linear Programming Techniques and Metaheuristics for Combinatorial Optimization.
R4182	Foundations in Grammatical Evolution for Dynamic Environments
R4183	Extraction of Maximum Support Rules for the Root Cause Analysis.
R4184	DNA-Based Memories: A Survey.
R4185	Combining Meta-EAs and Racing for Difficult EA Parameter Tuning Tasks.
R4186	Interaction Analysis as a Tool for Supporting Collaboration: An Overview.
R4187	A Framework of Knowledge Management Platform for Middle and Small Business.
R4188	Generating Sample Points in General Metric Space.
R4189	Hybrid Stochastic Global Optimization Scheme for Rapid Pavement Backcalculation.
R4190	Evaluation of Fuzzy Productivity of Graduate Courses.
R4191	Clustering Based on Genetic Algorithms.
R4192	Computational Methods for the Innovative Design of Electrical Devices
R4193	Higher Order Voronoi Diagrams and Distance Functions in Art and Visualization.
R4194	Genome Clustering - From Linguistic Models to Classification of Genetic Texts
R4195	Automatic Localization and Segmentation of Left Ventricle from Short Axis Cine MR Images: An Image Driven Method.
R4196	Very Large-Scale Neighborhood Search: Overview and Case Studies on Coloring Problems.
R4197	Biometric and Intelligent Student Progress Assessment System.
R4198	Development and Implementation of an Enterprise Learning Architecture for Collaborative Learning.
R4199	IAMhaggler: A Negotiation Agent for Complex Environments.
R4200	Role of Holographic Displays and Stereovision Displays in Patient Safety and Robotic Surgery.
R4201	Myopia of Service Oriented Manufacturing Systems: Benefits of Data Centralization with a Discrete-Event Observer.
R4202	Empirical Investigation of Metrics for Fault Prediction on Object-Oriented Software.
R4203	Flexible Protein Folding by Ant Colony Optimization.
R4204	EpiSwarm, a Swarm-Based System for Investigating Genetic Epistasis.
R4205	Intelligent Data Mining: Techniques and Applications
R4206	Statistical Implicative Analysis, Theory and Applications
R4207	Multiobjective Metaheuristic Approaches to Reliability Optimization.
R4208	Advanced Computational Intelligence Paradigms in Healthcare - 2
R4209	Value Model Agent: A Novel Preference Profiler for Negotiation with Agents.
R4210	The Regulation of Glutamate-Induced Astrocytic [Ca
R4211	On prokaryotes' clustering based on curvature distribution.
R4212	Cloud-Based Data Warehousing Application Framework for Modeling Global and Regional Data Management Systems.
R4213	Spatio-temporal Facial Expression Recognition Using Optical Flow and HMM.
R4214	Towards Machine Equivalent Consciousness.
R4215	Foundations of Computational Intelligence - Volume 6: Data Mining
R4216	Disturbing Neighbors Diversity for Decision Forests.
R4217	Decentralized Peer-to-Peer Botnet Architectures.
R4218	Application of Neural Networks in High Assurance Systems: A Survey.
R4219	Adaptive Contextual Processing of Structured Data by Recursive Neural Networks: A Survey of Computational Properties.
R4220	Quantum Finite Automata.
R4221	A Graph Optimization Approach to Item-Based Collaborative Filtering.
R4222	Genetic Algorithm Applications in Surveillance and Maintenance Optimization.
R4223	Comparison Between Five Classifiers for Automatic Scoring of Human Sleep Recordings.
R4224	Autonomous Systems: Developments and Trends
R4225	Interestingness Measures for Multi-Level Association Rules.
R4226	Scene Recognition Based on Fusion of Color and Corner Features.
R4227	Information Retrieval from Heterogeneous Knowledge Sources Based on Multi-agent System.
R4228	Representation and Discovery of Intelligent E-Services.
R4229	Extraction of Automation System Engineering Knowledge for Mapping Plant and Simulation Interfaces.
R4230	Numerical Prediction of Friction, Wear, Heat Generation and Lubrication in Case of Sliding Rubber Components.
R4231	Internet-Mediated Communities of Practice: Identifying a Typology of Critical Elements.
R4232	Fuzzy Multidimensional Databases.
R4233	Parallel and Distributed Optimization of Dynamic Data Structures for Multimedia Embedded Systems.
R4234	Pitch-Depth Control of Submarine Operating in Shallow Water via Neuro-adaptive Approach.
R4235	Fuzzy ECA Rules for Pervasive Decision-Centric Personalised Mobile Learning.
R4236	Modeling and Extracting Deep-Web Query Interfaces.
R4237	Information Platform TEWI.
R4238	Improved Particle Swarm Optimization in Constrained Numerical Search Spaces.
R4239	An Approach Based on Neural Networks for Gas Lift Optimization.
R4240	A Clustering-Based Approach for Linkage Learning Applied to Multimodal Optimization.
R4241	Multi-Objective Design of Neuro-Fuzzy Controllers for Robot Behavior Coordination.
R4242	Indexing and Browsing of Color Images: Design Considerations.
R4243	Key Factors for Information Dissemination on Communicating Products and Fixed Databases.
R4244	Common-interest Based Self-organising E-Learner Communities.
R4245	Robust Salting Route Optimization Using Evolutionary Algorithms.
R4246	Running the System: Prediction and Intervention.
R4247	A Model for Parallel Operators in Genetic Algorithms.
R4248	Advances in Multi-Objective Nature Inspired Computing
R4249	Bat Algorithm and Cuckoo Search: A Tutorial.
R4250	UML2SQL - A Tool for Model-Driven Development of Data Access Layer.
R4251	Gibbs Sampling as a Natural Statistical Analog of Constraints Techniques: Prediction in Science under General Probabilistic Uncertainty.
R4252	Challenges and Opportunities of Connected-k-Covered Wireless Sensor Networks - From Sensor Deployment to Data Gathering
R4253	Conclusions and Future Trends in Intelligent Treatment of Applied Problems.
R4254	A Comparative Investigation on Model Selection in Binary Factor Analysis.
R4255	Modified Great Deluge Algorithm versus Other Metaheuristics in Reliability Optimization.
R4256	Mining Sequential Patterns: A Context-Aware Approach.
R4257	Evolutionary Optimization of Type-2 Fuzzy Logic Systems Applied to Linear Plants.
R4258	E-intelligence in Portfolio Investment Optimization.
R4259	Three Approaches to Missing Attribute Values: A Rough Set Perspective.
R4260	Toward Interactive Computations: A Rough-Granular Approach.
R4261	Hybrid Metaheuristics for Multi-objective Combinatorial Optimization.
R4262	Towards Emotion Recognition from Speech: Definition, Problems and the Materials of Research.
R4263	Evolutionary Learning of the Optimal Pricing Strategy in an Artificial Payment Card Market.
R4264	Personal Information Management for Intelligence Tasks.
R4265	Constructing a Multi-agent System for Discovering the Meaning over Natural-Language Collaborative Conversations.
R4266	Embedding Information Visualization within Visual Representation.
R4267	The Concept of Opposition and Its Use in Q-Learning and Q(lambda) Techniques.
R4268	Computational Aspects of Aggregation in Biological Systems.
R4269	Pedagogic Strategies Based on the Student Cognitive Model Using the Constructivist Approach.
R4270	Visual Memory Update for Life-Long Mobile Robot Navigation.
R4271	Induction in Multi-Label Text Classification Domains.
R4272	A Role-Based Cognitive Architecture for Multi-Agent Teaming.
R4273	Towards an Integrated Specification and Analysis of Functional and Temporal Properties: - Part I: Functional Aspect Verification.
R4274	A Unified Taxonomy of Hybrid Metaheuristics with Mathematical Programming, Constraint Programming and Machine Learning.
