R0	Ardent Software
R2027	Web Resources for Gene List Analysis in Biomedicine.
R2028	A Social Network-Based Recommender System (SNRS).
R2029	A Metamodel for the Specification of Geographical Data.
R2030	Markov Random Field and Social Networks.
R2031	SOAP/WAD-Based Web Services for Biomedicine.
R2032	Generating Social Awareness Through Social Network Sites.
R2033	Evaluation for Web-Based Applications.
R2034	A Proactive Demand Management Model for Controlling E-Retailer Inventory.
R2035	Matheuristics - Hybridizing Metaheuristics and Mathematical Programming
R2036	Near Real Time ETL.
R2037	Mining Interesting Rules Without Support Requirement: A General Universal Existential Upward Closure Property.
R2038	Semantic Document Model to Enhance Data and Knowledge Interoperability.
R2039	On Using Organizational Knowledge Capabilities to Assist Organizational Learning.
R2040	New Trends in Data Warehousing and Data Analysis
R2041	The Role of Information Technology in Product Development: An Introduction.
R2042	A Generic Model of Self-Incrementing Knowledge-Based Decision Support System Using the Bolzmann Machine.
R2043	Building SCIENAR, a Virtual Community of Artists and Scientists: Usability Testing for the System Improvement.
R2044	Semantic Disclosure in an e-Science Environment.
R2045	A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.
R2046	From Closed to Open Innovation: The Evolving Nature of Teams and the Use of Information Technology.
R2047	Organizational Knowledge, Cognitively Plausible Actors and Multi-Actor Systems.
R2048	Managing in the Information Economy - Current Research Issues
R2049	Privacy-Preserving Random Kernel Classification of Checkerboard Partitioned Data.
R2050	Emergent Evaluation Criteria for Collaborative Learning Environment.
R2051	The Real Value of B2B: From Commerce Towards Interaction and Knowledge Sharing.
R2052	Querying and Mining Trajectory Databases Using Places of Interest.
R2053	Information Technology as an Enabler Of Knowledge Management: An Empirical Analysis.
R2054	Context Prediction in Pervasive Computing Systems: Achievements and Challenges.
R2055	Modeling and Querying Temporal Semistructured Data.
R2056	Convergence Analysis of Metaheuristics.
R2057	Managing Asymmetries In Transferring Tacit Knowledge.
R2058	Firms and Digital Technologies in Italy: The Network Moves Forward.
R2059	Towards a Unified Representation Framework for Modelbases and Databases.
R2060	Channel Strategy Evolution in Retail Banking.
R2061	Data Mining and Information Systems: Quo Vadis?
R2062	General Motors Bailout Problem: A Teaching Case Using the Planners Lab
R2063	Social Networks in Environmental Epidemiology.
R2064	The Impact of Small Disjuncts on Classifier Learning.
R2065	Semantic e-Science
R2066	Identity Management Architecture.
R2067	An Integrated Approach in Medical Decision-Making for Eliciting Knowledge.
R2068	Information Technology and the G7 Economies.
R2069	Evolutionary Optimization of Least-Squares Support Vector Machines.
R2070	Sources of Unstructuredness in Decision Situations: Towards a framework for DSS Development.
R2071	Developing Ontologies within Decentralised Settings.
R2072	Improvisation as Model for Real-Time Decision Making.
R2073	The Contextual and Collaborative Dimensions of Avatar in Real-Time Decision Making.
R2074	The Role of Context for Crisis Management Cycle.
R2075	An Image-Centric, Web-Based, Telehealth Information System for Multidisciplinary Clinical Collaboration.
R2076	IT-Based Knowledge Management Systems to Support the Design of Product Development Processes.
R2077	An Intelligent Web-Based Healthcare System: The Case of DYMOS.
R2078	Variable Intensity Local Search.
R2079	Towards Real-Time Context Awareness for Mobile Users: A Declarative Meta-Programming Approach.
R2080	Identifying High-Status Nodes in Knowledge Networks.
R2081	A Longitudinal Study of Information Exchange in Computer-Mediated and Face-to-Face Groups.
R2082	Why Real-Time Transaction Processing Fails to Capture the Context Required for Decision Support.
R2083	On-demand Assistance in Handling Ammunition: Development of a Mobile Ammo DSS.
R2084	Reflections on the Past and Future of Decision Support Systems: Perspective of Eleven Pioneers.
R2085	Business Process Outsourcing and "Off-Shoring": The Globalization of Information-Intensive Services.
R2086	Using Web Text Mining to Predict Future Events: A Test of the Wisdom of Crowds Hypothesis.
R2087	Supporting e-Science Using Semantic Web Technologies - The Semantic Grid.
R2088	Building Acceptable Classification Models.
R2089	Knowledge Management in Business Intelligence.
R2090	Semantic Web Technologies for Enhancing Intelligent DSS Environments.
R2091	GDSS Past, Present, and Future.
R2092	Personalization and OLAP Databases.
R2093	Open Innovation Through Online Communities.
R2094	BSIS: An Experiment in Automating Bioinformatics Tasks Through Intelligent Workflow Construction.
R2095	The Strength of IT-Based (Virtual) Interfirm Ties in the Development of Complex Product Systems.
R2096	Effects of Oversampling Versus Cost-Sensitive Learning for Bayesian and SVM Classifiers.
R2097	An Analysis of ERP Decision Making Practice and Consequences for Subsequent System Life Cycle Stages: A Case Study.
R2098	Ethical Decision-Making and Implications for Decision Support.
R2099	Decision Support - An Examination of the DSS Discipline
R2100	Knowledge Management or the Management of Knowledge?
R2101	Individual's Response to Security Messages: A Decision-Making Perspective.
R2102	Virtual Worlds as Platforms for Communities of Practice.
R2103	Management of Knowledge Transfer in Distributed Software Organizations: The Outsourcers' Perspective.
R2104	Ontology-Based Data Mining in Digital Libraries.
R2105	An Extended Study of the Discriminant Random Forest.
R2106	Evaluation of Wikis Exploited for Medicine Courses Teaching.
R2107	Duplicate Work Reduction in Business Continuity and Risk Management Processes.
R2108	Development of a Mobile Situation Awareness Tool Supporting Disaster Recovery of Business Operations.
R2109	Web-Based Applications in Healthcare.
R2110	Organizational Design of Online Communities.
R2111	Knowledge Management Capability in Education.
R2112	What-If Emergency Response Through Higher Order Voronoi Diagrams.
R2113	A Game Theoretic Framework for Multi-agent Deployment in Intrusion Detection Systems.
R2114	An Agenda for Future Research on IT and Product Development.
R2115	Framing Social Movement Identity with Cyber-Artifacts: A Case Study of the International Falun Gong Movement.
R2116	Development and Evaluation of a Web-Based Personal Electronic Health Record (pEHR).
R2117	Security Informatics
R2118	Health-Related Virtual Communities and Social Networking Services.
R2119	Genetically Evolved kNN Ensembles.
R2120	Network Analysis of US Air Transportation Network.
R2121	Telemedicine for the Diabetic Foot: A Model for Improving Medical Care, Developing Decision Support Systems, and Reducing Medical Cost.
R2122	Closed Cube Lattices.
R2123	Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.
R2124	Processing Constrained 
R2125	Development of an Educational Web Site to Assist in Learning Clinical Airway Management.
R2126	HP
R2127	Information and Communication Technology in India and its Impact On Business Sectors - A Pilot Study.
R2128	Cybernationalism: Terrorism, Political Activism, and National Identity Creation in Virtual Communities and Social Media.
R2129	Understanding Decision Support Systems for Global Enterprises.
R2130	PCA-based Time Series Similarity Search.
R2131	Just MIP it!
R2132	Challenges of Real-Time Decision Support.
R2133	Web-Based Communities for Lifelong Medical Learning.
R2134	Status Seeking and the Design of Online Entertainment Communities.
R2135	SCOLDSS: A Decision Support System for the Planning of Solid Waste Collection.
R2136	Supporting Real Time Decision-Making - The Role of Context in Decision Support on the Move
R2137	Data Warehousing Meets MDA.
R2138	Effects of Knowledge Management Capabilities on Perceived Performance: An Empirical Examination.
R2139	Context-Aware Mobile Medical Emergency Management Decision Support System for Safe Transportation.
R2140	From Tacit Knowledge to Organizational Knowledge for Successful KM.
R2141	Sustainability, Learning, Adaptation and Knowledge Processing.
R2142	Enterprise-Wide Management of Intellectual Property.
R2143	Computer-Based Oxygen Transport Scenario Analysis: A New Web-Based Medical Education Resource.
R2144	Evaluating KMS Effectiveness for Decision Support: Preliminary Results.
R2145	Virtual Customer Environments: IT-Enabled Customer Co-innovation and Value Co-creation.
R2146	Adaptation and Recommendation Techniques to Improve the Quality of Annotations and the Relevance of Resources in Web 2.0 and Semantic Web-Based Applications.
R2147	Framework for Fast Identification of Community Structures in Large-Scale Social Networks.
R2148	Automatic Expansion of a Social Network Using Sentiment Analysis.
R2149	Classification Techniques and Error Control in Logic Mining.
R2150	Understanding Sourcing as a Strategic Business: The Risks and Rewards of Strategic Sourcing and Inter-Firm Alliances In India.
R2151	Behaviorally Founded Recommendation Algorithm for Browsing Assistance Systems.
R2152	Support for Collaborative and Distributed Decision Making.
R2153	MIP-based GRASP and Genetic Algorithm for Balancing Transfer Lines.
R2154	Inter-Organizational Knowledge Transfer as a Source of Innovation: The Role of Absorptive Capacity and Information Management Systems.
R2155	Efficient Context Prediction for Decision Making in Pervasive Health Care Environments: A Case Study.
R2156	Data Mining - Special Issue in Annals of Information Systems
R2157	Decomposition Techniques as Metaheuristic Frameworks.
R2158	Using Social Choice Rule Sets in Multiple Attribute Decision Making for Information System Selection.
R2159	TagFusion: A System for Integration and Leveraging of Collaborative Tags.
R2160	Automatic Mapping of Social Networks of Actors from Text Corpora: Time Series Analysis.
R2161	Prediction with the SVM Using Test Point Margins.
R2162	(Meta-)Heuristic Separation of Jump Cuts in a Branch
R2163	Web 2.0 
R2164	Web and Mobile Spatial Decision Support as Innovations: Comparison of United States and Hong Kong, China.
R2165	Using Decision Trees for the Semi-automatic Development of Medical Data Patterns: A Computer-Supported Framework.
R2166	Geographically Organized Small Communities and the Hardness of Clustering Social Networks.
R2167	A Security Model for Virtual Healthcare Communities.
R2168	Service Design, Competition and Market Segmentation in Business Information Services with Data Updates.
R2169	Metaheuristics: Intelligent Problem Solving.
R2170	Using Bitmap Index for Joint Queries on Structured and Text Data.
R2171	Semantic Enhancement of Social Tagging Systems.
R2172	Knowledge Warehouse for Decision Support in Critical Business Processes: Conceptual Modeling and Requirements Elicitation.
R2173	An Assessment System on the Semantic Web.
R2174	Continuous Auditing as a Foundation for Real Time Decision Support: Implementation Challenges and Successes.
R2175	Towards a "Just-in-Time" Distributed Decision Support System in Health Care Research.
R2176	Adaptive Reactive Rich Internet Applications.
R2177	Organizational Learning and Performance in Two National Cultures: A Multi-group Structural Equation Modeling Approach.
R2178	Designing and Implementing OLAP Systems from XML Documents.
R2179	Context Modelling in Time-Critical Decision Support for Medical Triage.
R2180	Enabling Consumer-Driven Service Innovation in Health Care: The Role of Online Health Information Technologies (HIT).
R2181	Deriving Business Value from IT Applications in Product Development: A Complementarities-Based Model.
R2182	Product Lifecycle Management (PLM): Critical Issues and Challenges in Implementation.
R2183	A Contextual Methodology for Modelling Real-Time Decision-Making Support.
R2184	Toward Autonomous Mining of the Sensor Web.
R2185	User-Generated Content for Location-Based Services: A Review.
R2186	Pushing Theoretically-Founded Probabilistic Guarantees in.
R2187	Social Network Data Mining: Research Questions, Techniques, and Applications.
R2188	Modularity for Bipartite Networks.
R2189	Managing Network Organizations in the Knowledge Economy: Learning from Success and Failure.
R2190	A Hybrid Tabu Search for the 
R2191	Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.
R2192	Evaluating and Enriching Online Knowledge Exchange: A Socio-epistemological Perspective.
R2193	The Email Strategy Investigation Model (eSIM): A DSS for Analysis of Email Processing Strategies.
R2194	A Smart e-Science Cyberinfrastructure for Cross-Disciplinary Scientific Collaborations.
R2195	Response-Based Segmentation Using Finite Mixture Partial Least Squares - Theoretical Foundations and an Application to American Customer Satisfaction Index Data.
R2196	Information Technology and Product Development
R2197	Decision Support for Global Enterprises
R2198	Data Mining for Social Network Data
R2199	IT-Based Tools to Support New Product Design: A Case Study of a Design Consultancy Firm.
R2200	Exploring the Potential of Over-the-Web Psychiatry.
R2201	Research Issues Concerning Ethics and the Internet: How can We Live Well in Cyberspace?
R2202	Predicting Customer Loyalty Labels in a Large Retail Database: A Case Study in Chile.
R2203	Virtual Communities, Social Networks and Collaboration
R2204	Semantic Technologies for Searching in e-Science Grids.
R2205	The Intellectual Structure of Decision Support Systems Research (1991-2004).
R2206	Business-To-Business Electronic Markets: Does Trading on New Information Create Value, and for Whom?
R2207	Warehousing The World: A Vision for Data Warehouse Research.
R2208	ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.
R2209	Towards an Exploration of GCA Ordered Pixels.
R2210	Soft Margin Training for Associative Memories Implemented by Recurrent Neural Networks.
R2211	Several Reducts in Dominance-Based Rough Set Approach.
R2212	Applying Genetic-Fuzzy Approach to Model Polyester Dyeing.
R2213	The Usage of Fuzzy Quality Control Charts to Evaluate Product Quality and an Application.
R2214	Label Semantics as a Framework for Granular Modelling.
R2215	Application to Estimate Haplotypes for Multiallelic Present-Absent Loci.
R2216	New Results in Generation of Accurate 3 
R2217	Computer Enhanced Orthopedics.
R2218	Modeling Heterogeneous Data Sets with Neural Networks.
R2219	Compression of Bronchoscopy Video: Coding Usefulness and Efficiency Assessment.
R2220	Fingerprint Reference Point Detection Using Neighbourhood Influence Method.
R2221	Case-Base Maintenance in an Associative Memory Organized by a Self-Organization Map.
R2222	Application of Genetic Algorithms to Strip Hot Rolling Scheduling.
R2223	A Cultural Algorithm for Solving the Set Covering Problem.
R2224	Processing of Missing Data in a Fuzzy System.
R2225	Evolutionary Controllers for Snake Robots Basic Movements.
R2226	Use of Computer System for Cell Hybridisation in Biotechnology and Medicine.
R2227	The Evidential Reasoning Approach for Multi-attribute Decision Analysis under Both Fuzzy and Interval Uncertainty.
R2228	The Performance of the Haar Cascade Classifiers Applied to the Face and Eyes Detection.
R2229	Trajectory Fusion for Multiple Camera Tracking.
R2230	Providing Intelligence to Evolutionary Computational Methods.
R2231	Features for Text Comparison.
R2232	A Web Tool to Discover Full-Length Sequences - Full-Lengther.
R2233	On the Application of Distance Transformation in Digital Image Colorization.
R2234	Magnetic Resonance Image Classification Using Fractal Analysis.
R2235	Shape and Texture Feature Extraction for Retrieval Mammogram in Databases.
R2236	Fast Algorithms for Computing Statistics under Interval Uncertainty: An Overview.
R2237	Automatic Merging of 3D Attribute Meshes.
R2238	Evolutionary Computing for the Optimization of Mathematical Functions.
R2239	Multimedia Program for Teaching Autistic Children.
R2240	Image Retrieval for Image Theft Detection.
R2241	Optimization of Linear Fuzzy Gene Network Model Searching.
R2242	Density Based Fuzzy Support Vector Machines for Multicategory Pattern Classification.
R2243	On the Possibility of Reliably Constructing a Decision Support System for the Cytodiagnosis of Breast Cancer.
R2244	Manageable Phrase-Based Statistical Machine Translation Models.
R2245	Some Properties of Logic Functions over Multi-interval Truth Values.
R2246	Automatic Generation of 3D Lung Model.
R2247	Incorporation of Non-euclidean Distance Metrics into Fuzzy Clustering on Graphics Processing Units.
R2248	A Fuzzy Model for Supplier Selection and Development.
R2249	Synergy of PSO and Bacterial Foraging Optimization - A Comparative Study on Numerical Benchmarks.
R2250	Analysis of Head-Mounted Wireless Camera Videos for Early Diagnosis of Autism.
R2251	Modeling and Simulation by Petri Networks of a Fault Tolerant Agent Node.
R2252	Optimal Path Planning for Autonomous Mobile Robot Navigation Using Ant Colony Optimization and a Fuzzy Cost Function Evaluation.
R2253	Pattern Classification Using Efficient Linear Classifiers with Small Number of Weights.
R2254	Detection of Near-Duplicated Image Regions.
R2255	'Sonar' - Region of Interest Identification and Segmentation Method for Cytological Breast Cancer Images.
R2256	Interval Type-2 ANFIS.
R2257	Classification Accuracy in Local Optimal Strategy of Multistage Recognition with Fuzzy Data.
R2258	Predicting Job Completion Time in a Wafer Fab with a Recurrent Hybrid Neural Network.
R2259	Representing Fuzzy Numbers for Fuzzy Calculus.
R2260	Recognition of the Ventilatory Response to the Intermittent Chemical Stimuli in Awake Animals.
R2261	Experiments on Linear Combiners.
R2262	Ensembles of Artificial Neural Networks for Predicting Economic Situation of Small and Medium Enterprises.
R2263	Fuzzy Goal Programming and an Application of Production Process.
R2264	Analysis of Emergent Properties in a Hybrid Bio-inspired Architecture for Cognitive Agents.
R2265	Open Partner Grid Service Architecture in eBusiness.
R2266	Multimedia System for Accessible Distant Education.
R2267	Experimental Analysis for the Lennard-Jones Problem Solution.
R2268	Classification Based on Association Rules for Adaptive Web Systems.
R2269	Hybrid Artificial Intelligence Systems.
R2270	Bayes-Based Relevance Feedback Method for CBIR.
R2271	Automatic Segmentation of EMG Signals Based on Wavelet Representation.
R2272	Control of Hand Bioprosthesis Via Sequential Recognition of Patient's Intent Using Combination of Fuzzy Sets and Dempster-Shafer Theory.
R2273	Experiments on Classifiers Obtained Via Decision Tree Induction Methods with Different Attribute Acquisition Cost Limit.
R2274	Approximating Reasoning for Fuzzy-Based Information Retrieval.
R2275	Pre- and Postprocessing Stages in Fuzzy Connectedness-Based Lung Nodule CAD.
R2276	An Intelligent Hybrid Algorithm for Job-Shop Scheduling Based on Particle Swarm Optimization and Artificial Immune System.
R2277	Automatic Registration of MRI Brain.
R2278	Prediction of Economic Situation of Small and Medium Enterprises Using Bayesian Network.
R2279	Recognition of Cycles of Repeated Hypoxia on the Basis of Time Periods in Biological Model.
R2280	Two-Input Fuzzy TPE Systems.
R2281	SeqTrim - A Validation and Trimming Tool for All Purpose Sequence Reads.
R2282	Preprocessing for Real-Time Handwritten Character Recognition.
R2283	Strategies of Shape and Color Fusions for Content Based Image Retrieval.
R2284	Kinematic Analysis of Complex Therapeutic Movements of the Upper Limb.
R2285	Optimization of the SVM Screening Kernel-Application to Hit Definition in Compound Screening.
R2286	Fuzzy Multi-criteria Decision Making Method for Machine Selection.
R2287	Spiral Scanning of Faces to Obtain Complete 3 
R2288	A Structural Pattern Analysis Approach to Iris Recognition.
R2289	Using Graph Mining Methods in Searching for Frequent Patterns in Graph-Based Design Representation.
R2290	A Hybrid Algorithm for Solving Clustering Problems.
R2291	Estimation of a Muscle Force from a Mechanomyographic Signal During a Contraction of a Single Motor Unit.
R2292	On Speeding Up the Learning Process of Neuro-fuzzy Ensembles Generated by the Adaboost Algorithm.
R2293	Evolutionary Computing for Topology Optimization of Type-2 Fuzzy Systems.
R2294	Context Aware Hybrid Agents on Automated Dynamic Environments.
R2295	Determining the Contour of Cylindrical Biological Objects Using the Directional Field.
R2296	A Probability-Based Approach to Consumer Oriented Evaluation of Traditional Craft Items Using Kansai Data.
R2297	Assessment of Uterine Contractile Activity during a Pregnancy Based on a Nonlinear Analysis of the Uterine Electromyographic Signal.
R2298	Empirical Bayesian Approach to Weighted Averaging of ECG Signal Using Cauchy Distribution.
R2299	Adaptive Selection of Feature Set Dimensionality for Classification of DNA Microarray Samples.
R2300	Support Vector Machine Classifier with Feature Extraction Stage as an Efficient Tool for Atrial Fibrillation Detection Improvement.
R2301	Volumetric Analysis of Tumours and Their Blood Vessels.
R2302	M-Factor High Order Fuzzy Time Series Forecasting for Road Accident Data.
R2303	MFCM for Nonlinear Blind Channel Equalization.
R2304	Local Analysis of Stereo Image Pairs with Polynomial Series.
R2305	A Self-training Approach for Automatically Labeling IP Traffic Traces.
R2306	Identification of Glaucoma Stages with Artificial Neural Networks Using Retinal Nerve Fibre Layer Analysis and Visual Field Parameters.
R2307	The Polish Finger Alphabet Hand Postures Recognition Using Elastic Graph Matching.
R2308	A Dynamic Method of Experiment Design of Computer Aided Sensory Evaluation.
R2309	Some Approximation Algorithms for Minimum Vertex Cover in a Hypergraph.
R2310	Articulation Rate Recognition by Using Artificial Neural Networks.
R2311	Intelligent Control and Planning of Autonomous Mobile Robots Using Fuzzy Logic and Multiple Objective Genetic Algorithms.
R2312	Biomedical Structures Representation by Morphological Spectra.
R2313	Control of Dexterous Hand Via Recognition of EMG Signals Using Combination of Decision-Tree and Sequential Classifier.
R2314	Human Lips Recognition.
R2315	A Dissimilation Particle Swarm Optimization-Based Elman Network and Applications for Identifying and Controlling Ultrasonic Motors.
R2316	The Algebra of Truth Values of Type-2 Fuzzy Sets: A Survey.
R2317	Improved Scheme for Telematics Fault Tolerance with Agents.
R2318	Information Technologies in Biomedicine
R2319	Telesfor - Telemedical Real-Time Communication Support System.
R2320	Separable Decomposition of Graph Using alpha- 
R2321	An Application of a Generalized Additive Model for an Identification of a Nonlinear Relation between a Course of Menstrual Cycles and a Risk of Endometrioid Cysts.
R2322	Ensemble of Support Vector Machines to Improve the Cancer Class Prediction Based on the Gene Expression Profiles.
R2323	3-D Object Recognition Using an Ultrasonic Sensor Array and Neural Networks.
R2324	Morphological Edge Detection Algorithm and Its Hardware Implementation.
R2325	Pattern Discovery Through Separable Data Projections.
R2326	Fuzzy Parallel Processing of Hydro Power Plants - Why Not?
R2327	A Case-Base Reasoning System for Predicting the Economic Situation of Enterprises - Tacit Knowledge Capture Process (Externalization).
R2328	Stroke Display Extensions: Three Forms of Visualization.
R2329	Morphological Spectra as Tools for Texture Analysis.
R2330	Semi-automatic Handwritten Word Segmentation Based on Character Width Approximation Via Maximum Likelihood Method and Regression Model.
R2331	Rotated Coin Recognition Using Neural Networks.
R2332	Automated Classification Tree Evolution Through Hybrid Metaheuristics.
R2333	Personalized Recommendation for Traditional Crafts Using Fuzzy Correspondence Analysis with Kansei Data and OWA Operator.
R2334	Modified diffusion to Image Denoising.
R2335	An Algebraic Approach to Substructural Logics - An Overview.
R2336	Evolving Type-2 Fuzzy Logic Controllers for Autonomous Mobile Robots.
R2337	Diagnostic Quality-Derived Patient-Oriented Optimization of ECG Interpretation.
R2338	A Vision-Based Hybrid Classifier for Weeds Detection in Precision Agriculture Through the Bayesian and Fuzzy k-Means Paradigms.
R2339	Optimal Portfolio Selection with Threshold in Stochastic Market.
R2340	Structural Image Analysis Based on Ontological Models.
R2341	A Method for Creating Ensemble Neural Networks Using a Sampling Data Approach.
R2342	Application Problems of Implants Used in Interventional Cardiology.
R2343	Uncertainty Reasoning in Rough Knowledge Discovery.
R2344	An Efficient Computational Method to Implement Type-2 Fuzzy Logic in Control Applications.
R2345	A Fuzzy-Neural Hierarchical Multi-model for Systems Identification and Direct Adaptive Control.
R2346	Enhanced Genetic Algorithm-Based Fuzzy Multiobjective Strategy to Multiproduct Batch Plant Design.
R2347	Intelligent Decision Support System.
R2348	Image Segmentation Using Adaptive Potential Active Contours.
R2349	CBR Contributions to Argumentation in MAS.
R2350	Elimination of Linear Structures as an Attempt to Improve the Specificity of Cancerous Mass Detection in Mammograms.
R2351	Markov Chain Model for Tree-Based Genetic Algorithm Used in Computer Aided Design.
R2352	Fusion of Visualization Induced SOM.
R2353	Hybrid Fuzzy Clustering Method.
R2354	Innovations in Hybrid Intelligent Systems
R2355	Integration of Production and Distribution Planning Using a Genetic Algorithm in Supply Chain Management.
R2356	Visual Texture Characterization of Recycled Paper Quality.
R2357	Sentence Boundary Verification in Polish Text.
R2358	Development of Multi-output Neural Networks for Data Integration - A Case Study.
R2359	Decision Making Strategies for Real-Time Train Dispatch and Control.
R2360	Fractal Magnification of Medical Images.
R2361	Design Description Hypergraph Language.
R2362	Experiments with Trained and Untrained Fusers.
R2363	Support Vector Machine-Based ECG Compression.
R2364	Multi Objective Optimization in Machining Operations.
R2365	Statistical Selection of Relevant Features to Classify Random, Scale Free and Exponential Networks.
R2366	Nonparametric Regression for Analyzing Correlation between Medical Parameters.
R2367	Fast Adaptive Fourier Transform for Fourier Descriptor Based Contour Classification.
R2368	Completions of Ordered Algebraic Structures: A Survey.
R2369	Automatic Counting of Neural Stem Cells Growing in Cultures.
R2370	Value of Digital Image Analysis in Research and Diagnosis of Urine Bladder Cancer.
R2371	Computer Recognition Systems 2
R2372	Coordination Uncertainty of Belief Measures in Information Fusion.
R2373	Fuzzy Support Vector Machine for Genes Expression Data Analysis.
R2374	Predictive Performance of Top Differentially Expressed Genes in Microarray Gene Expression Studies.
R2375	Synthesis of Medical Images in the Domain of Melanocytic Skin Lesions.
R2376	Validation of Automatic ECG Processing Management in Adaptive Distributed Surveillance System.
R2377	Weighted Averaging of ECG Signal Using Criterion Function Minimization.
R2378	Extension or Resolution: A Novel Approach for Reasoning in Possibilistic Logic.
R2379	Computer-Aided Diagnosis: From Image Understanding to Integrated Assistance.
R2380	Clustering as a Method of Image Simplification.
R2381	Gene Expression Programming-Based Method of Optimal Frequency Set Determination for Purpose of Analogue Circuits' Diagnosis.
R2382	Possible Semantics for a Common Framework of Probabilistic Logics.
R2383	Determining Weights of Symptoms in a Diagnostic Inference.
R2384	Object Selection Based on Clustering and Border Objects.
R2385	Analysis and Design of Intelligent Systems using Soft Computing Techniques, a selection of papers from IFSA 2007
R2386	Trade-Off between Sample Size and Accuracy: Case of Dynamic Measurements under Interval Uncertainty.
R2387	New Cluster Validity Index with Fuzzy Functions.
R2388	Fuzzy Clustering in Segmentation of Abdominal Structures Based on CT Studies.
R2389	Evolution of Neuro-controllers for Multi-link Robots.
R2390	Identification of Layers in a Tomographic Image of an Eye Based on the Canny Edge Detection.
R2391	Improved Fuzzy C-Means Segmentation Algorithm for Images with Intensity Inhomogeneity.
R2392	Semantics of the Relative Belief of Singletons.
R2393	Practical Evaluation of the Basic Concepts for Face Localization.
R2394	A Multiagent Framework to Animate Socially Intelligent Agents.
R2395	Robust Speed Controller Design Method Based on Fuzzy Control for Torsional Vibration Suppression in Two-Mass System.
R2396	Combining Improved FYDPS Neural Networks and Case-Based Planning - A Case Study.
R2397	A New Unsupervised Hybrid Classifier for Natural Textures in Images.
R2398	A Novel Hierarchical Block Image Retrieval Scheme Based Invariant Features.
R2399	Handwritten Word Recognition with Combined Classifier Based on Tri-grams.
R2400	On Modeling of Uncertainty Measures and Observed Processes.
R2401	Spatial Heart Simulation and Analysis Using Unified Neural Network.
R2402	FPGA Implementation of the Gradient Adaptive Lattice Filter Structure for Feature Extraction.
R2403	Biomechanical Analysis of Lumbar Spine Stabilization by Means of Transpedicular Stabilizer.
R2404	Gait Motor Disturbances in Neurological Diseases Diagnosis.
R2405	Feature Extraction of Gray-Scale Handwritten Characters Using Gabor Filters and Zernike Moments.
R2406	Use of Pareto-Optimal and Near Pareto-Optimal Candidate Rules in Genetic Fuzzy Rule Selection.
R2407	Ensuring the Real Time Signal Transmission Using GSM/Internet Technology for Remote Fetal Monitoring.
R2408	Robust Stability Analysis of a Fuzzy Vehicle Lateral Control System Using Describing Function Method.
R2409	Interval Forecasting of Crude Oil Price.
R2410	Recognition of Ultra Low Resolution Word Images Using HMMs.
R2411	A Study on Diagnostic Potential of a Computer-Assisted System for Identification of Neoplastic Urothelial Nuclei from the Bladder.
R2412	Coping with Limitation of Bedside Measurement Instrumentation for Reliable Assessment of Fetal Heart Rate Variability.
R2413	Computer-Interactive Methods of Brain Cortical Evaluation.
R2414	Finding Optimal Model Parameters by Discrete Grid Search.
R2415	Fuzzy Logic as the Logic of Natural Languages.
R2416	A Simple Method of Multiple Camera Calibration for the Joint Top View Projection.
R2417	Decisive Factors in the Annotation of Emotions for Spoken Dialogue Systems.
R2418	Fuzzy-aided Parsing for Pattern Recognition.
R2419	The Prediction of Fetal Outcome by Applying Neural Network for Evaluation of CTG Records.
R2420	Fuzzy Time Series: A Realistic Method to Forecast Gross Domestic Capital of India.
R2421	Self-tunable Fuzzy Inference System: A Comparative Study for a Drone.
R2422	Building Fuzzy Inference Systems with the Interval Type-2 Fuzzy Logic Toolbox.
R2423	Using Semantic Causality Graphs to Validate MAS Models.
R2424	An Adaptive Location Service on the Basis of Fuzzy Logic for MANETs.
R2425	A Neuro-fuzzy Multi-objective Design of Shewhart Control Charts.
R2426	Information from Inconsistent Knowledge: A Probability Logic Approach.
R2427	Exploring the Knowledge of Human Expert beyond His Willing Expression.
R2428	Imprecise Probability as an Approach to Improved Dependability in High-Level Information Fusion.
R2429	Characterize the Parameters of Genetic Algorithms Based on Zernike Polynomials for Recovery of the Phase of Interferograms of Closed Fringes Using Hybrid Technique.
R2430	Probabilistic Constraints for Inverse Problems.
R2431	A Computational Model of the Equivalence Class Formation Psychological Phenomenon.
R2432	Estimating Quality of Support Vector Machines Learning under Probabilistic and Interval Uncertainty: Algorithms and Computational Complexity.
R2433	Synthesis of Static Medical Images - An Example of Melanocytic Skin Lesions.
R2434	Stability of Feature Points Defined by Approximating Quadric Surfaces.
R2435	A Lattice-Theoretic Interpretation of Independence of Frames.
R2436	Agent-Based Social Modeling and Simulation with Fuzzy Sets.
R2437	The Clusterization Process in an Adaptative Method of Image Segmentation.
R2438	A Feature Selection Approach in Problems with a Great Number of Features.
R2439	Adaptive Type-2 Fuzzy Logic for Intelligent Home Environment.
R2440	Semi-automatic Seed Points Selection in Fuzzy Connectedness Approach to Image Segmentation.
R2441	Digital Dental Models and 3D Patient Photographs Registration for Orthodontic Documentation and Diagnostic Purposes.
